espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,87.0,87.0,0.0
0.088,0.18,2.0,0.0,86.2,86.26,0.0
0.208,0.21,1.66,0.0,86.24,85.91,0.0
0.41,0.21,1.3,0.0,86.18,84.27,0.0
0.609,0.19,1.01,0.0,85.99,82.8,0.0
0.809,0.18,0.79,0.0,85.93,82.77,0.0
1.01,0.15,0.61,0.0,85.76,83.31,0.0
1.209,0.2,0.48,0.0,85.64,83.89,0.0
1.459,0.2,0.37,0.0,85.55,84.75,0.0
1.658,0.18,0.29,0.0,85.44,85.33,0.0
1.858,0.16,0.22,0.0,85.34,86.0,0.0
2.057,0.14,0.17,0.0,85.3,86.71,0.0
2.258,0.14,0.14,0.0,85.23,87.32,0.0
2.458,0.13,0.11,0.0,85.17,88.03,0.0
2.709,0.09,0.08,0.0,85.16,88.55,0.0
2.941,0.09,0.06,0.0,85.17,89.1,0.0
3.108,0.1,0.05,0.0,85.18,89.36,0.0
3.308,0.08,0.17,0.0,85.19,89.69,0.0
3.509,0.08,0.15,0.0,85.18,89.62,0.0
3.709,0.09,0.12,0.0,85.14,89.72,0.0
3.958,0.1,0.09,0.0,85.12,89.69,0.0
4.209,0.09,0.07,0.0,85.14,89.85,0.0
4.358,0.06,0.05,0.0,85.11,90.21,0.0
4.609,0.07,0.04,0.0,85.22,90.5,0.0
4.757,0.08,0.03,0.0,85.24,90.77,0.0
5.011,0.08,0.03,0.0,85.23,90.96,0.0
5.208,0.06,0.02,0.0,85.3,91.09,0.0
5.459,0.05,0.02,0.0,85.35,91.16,0.0
5.608,0.04,0.01,0.0,85.36,91.12,0.0
5.809,0.05,0.01,0.0,85.4,91.19,0.0
6.009,0.05,0.01,0.0,85.43,91.16,0.0
6.208,0.04,0.01,0.0,85.39,91.09,0.0
6.458,0.03,0.0,0.0,85.53,91.06,0.0
6.658,0.03,0.0,0.0,85.48,90.86,0.0
6.858,0.03,0.0,0.0,85.5,90.6,0.0
7.059,0.02,0.0,0.0,85.57,90.54,0.0
7.26,0.02,0.0,0.0,85.59,90.44,0.0
7.459,0.03,0.0,0.0,85.64,90.41,0.0
7.709,0.02,0.0,0.0,85.66,90.44,0.0
7.91,0.01,0.0,0.0,85.63,90.41,0.0
8.108,0.02,0.0,0.0,85.75,90.47,0.0
8.308,0.01,0.0,0.0,85.79,90.6,0.0
8.509,0.01,0.0,0.0,85.82,90.63,0.0
8.708,0.02,0.0,0.0,85.88,90.73,0.0
8.96,0.03,0.0,0.0,85.86,90.8,0.0
9.159,0.02,0.0,0.0,85.89,90.67,0.0
9.36,0.0,0.0,0.0,85.96,90.8,0.0
9.559,0.01,0.0,0.0,85.93,90.7,0.0
9.759,0.01,0.0,0.0,86.02,90.57,0.0
9.959,0.0,0.0,0.0,86.0,90.34,0.0
10.208,0.0,0.0,0.0,86.07,89.95,0.0
10.409,0.0,0.0,0.0,86.04,89.72,0.0
10.607,0.0,0.0,0.0,86.01,89.49,0.0
10.811,0.0,0.0,0.0,86.09,89.36,0.0
11.009,0.0,0.0,0.0,86.16,89.04,0.0
11.208,0.0,0.0,0.0,86.17,88.84,0.0
11.458,0.0,0.0,0.0,86.11,88.78,0.0
11.66,0.0,0.0,0.0,86.14,88.55,0.0
11.858,0.0,0.0,0.0,86.15,88.65,0.0
12.057,0.0,0.0,0.0,86.17,88.52,0.0
12.259,0.0,0.0,0.0,86.1,88.45,0.0
12.459,0.0,0.0,0.0,86.09,88.36,0.0
12.71,0.0,0.0,0.0,86.18,88.36,0.0
12.909,0.0,0.0,0.0,86.18,88.23,0.0
13.159,0.0,0.0,0.0,86.19,88.32,0.0
13.308,0.0,0.48,0.0,86.23,88.23,0.0
13.508,0.0,1.08,0.0,86.2,88.16,0.0
13.709,0.01,1.67,0.0,86.1,88.19,0.0
13.959,0.01,2.1,0.0,86.1,88.1,0.0
14.159,0.01,2.57,0.0,86.07,87.96,0.0
14.459,0.04,2.94,0.0,86.09,88.06,0.0
14.561,0.06,3.27,0.0,86.1,88.03,0.0
14.76,0.08,3.49,0.0,86.15,88.03,0.0
14.959,0.11,3.64,0.0,86.13,88.03,0.0
15.208,0.13,3.72,0.0,86.16,88.1,0.0
15.41,0.14,3.85,0.0,86.11,87.74,0.0
15.61,0.17,3.93,0.0,86.14,87.45,0.0
15.808,0.2,3.96,0.0,86.11,87.19,0.0
16.016,0.24,4.0,0.0,86.14,87.19,0.0
16.209,0.3,3.96,0.0,86.27,87.35,0.0
16.458,0.33,3.97,0.0,86.24,87.55,0.0
16.658,0.39,4.04,0.0,86.2,87.8,0.0
16.858,0.46,4.06,0.0,86.26,88.19,0.0
17.058,0.5,4.13,0.0,86.22,88.61,0.0
17.258,0.53,4.01,0.0,86.31,89.0,0.0
17.459,0.57,4.08,0.0,86.34,89.17,0.0
17.709,0.62,4.07,0.0,86.25,89.36,0.0
17.909,0.65,4.03,0.0,86.3,89.23,0.0
18.109,0.71,4.09,0.0,86.35,89.17,0.0
18.309,0.74,4.04,0.0,86.45,88.97,0.0
