espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,88.5,88.5,0.0
0.048,0.02,2.21,0.0,86.92,86.61,0.0
0.141,0.03,3.6,0.0,86.88,86.42,0.0
0.41,0.04,4.56,0.0,86.78,85.36,0.0
0.613,0.07,5.32,0.0,86.7,85.04,0.0
0.81,0.09,5.83,0.0,86.6,85.42,0.0
1.011,0.19,6.18,0.0,86.5,85.55,0.0
1.211,0.36,6.46,0.0,86.3,86.0,0.0
1.411,0.41,6.64,0.0,86.15,86.74,0.0
1.611,0.44,6.79,0.0,86.01,87.84,0.0
1.813,0.49,6.9,0.0,86.06,88.58,0.0
2.011,0.53,6.99,0.0,86.09,89.33,0.0
2.211,0.57,7.0,0.0,85.97,89.75,0.0
2.41,0.62,7.07,0.0,85.93,90.01,0.0
2.661,0.67,7.06,0.0,85.96,90.14,0.0
2.861,0.73,7.03,0.0,85.97,90.14,0.0
3.059,0.81,7.01,0.0,85.99,90.21,0.0
3.259,0.89,7.0,0.0,86.06,89.98,0.0
3.459,0.99,7.02,0.0,86.11,89.88,0.0
3.659,1.11,6.98,0.0,86.2,89.72,0.0
3.962,1.21,7.03,0.0,86.31,89.75,0.0
4.161,1.35,7.03,0.0,86.41,89.55,0.0
4.36,1.5,6.96,0.0,86.54,89.55,0.0
4.561,1.69,6.92,0.0,86.66,89.36,0.0
4.805,1.91,6.84,0.0,86.77,89.55,0.0
4.959,2.13,6.3,0.0,86.9,89.27,0.0
5.21,2.16,5.46,0.0,86.99,89.39,0.0
5.41,2.11,4.48,0.0,87.1,89.17,0.0
5.611,2.01,3.64,0.0,87.22,89.23,0.0
5.811,1.89,2.87,0.0,87.29,89.23,0.0
6.014,1.82,2.35,0.0,87.42,89.33,0.0
6.212,1.77,1.83,0.0,87.52,89.1,0.0
6.461,1.69,1.43,0.0,87.56,89.07,0.0
6.66,1.63,1.11,0.05,87.68,89.04,0.01
6.861,1.58,0.86,0.14,87.73,89.17,0.03
7.059,1.53,0.67,0.18,87.76,89.13,0.07
7.261,1.5,0.52,0.21,87.84,89.07,0.11
7.46,1.47,0.41,0.33,87.86,89.07,0.17
7.761,1.43,0.32,0.35,87.9,88.97,0.24
7.861,1.4,0.25,0.32,88.02,89.0,0.3
8.059,1.38,0.19,0.38,87.98,88.94,0.38
8.359,1.36,0.15,0.37,87.97,88.88,0.5
8.466,1.33,0.12,0.4,87.99,88.94,0.54
8.659,1.31,0.09,0.36,88.06,88.81,0.62
8.859,1.29,0.07,0.32,88.09,88.91,0.68
9.11,1.27,0.05,0.4,88.13,88.88,0.75
9.31,1.26,0.04,0.35,88.06,88.91,0.83
9.561,1.24,0.03,0.42,88.09,88.81,0.91
9.711,1.23,0.03,0.39,88.03,88.81,0.95
9.909,1.21,0.02,0.38,88.0,88.91,1.07
10.209,1.2,0.02,0.33,87.99,88.91,1.17
10.359,1.19,0.01,0.32,87.97,88.78,1.2
10.562,1.17,0.01,0.28,87.97,88.81,1.26
10.761,1.16,0.01,0.36,88.03,88.91,1.33
10.959,1.15,0.01,0.32,87.96,88.71,1.39
11.17,1.14,0.0,0.33,87.88,88.78,1.46
11.36,1.13,0.0,0.31,87.94,88.91,1.52
11.609,1.12,0.0,0.32,87.97,88.88,1.59
11.809,1.11,0.0,0.29,87.89,88.81,1.65
12.011,1.1,0.0,0.26,87.84,88.84,1.71
12.212,1.09,0.0,0.24,87.8,88.68,1.75
12.459,1.08,0.0,0.32,87.83,88.74,1.8
12.659,1.07,0.0,0.28,87.83,88.71,1.86
12.909,1.06,0.0,0.26,87.73,88.74,1.92
13.109,1.05,0.0,0.23,87.71,88.58,1.96
13.31,1.04,0.0,0.21,87.74,88.65,2.0
13.514,1.03,0.0,0.33,87.76,88.61,2.07
13.761,1.03,0.0,0.29,87.64,88.58,2.16
13.859,1.02,0.0,0.32,87.6,88.68,2.19
14.16,1.01,0.0,0.29,87.65,88.48,2.25
14.36,1.01,0.0,0.26,87.61,88.71,2.31
14.565,1.0,0.0,0.23,87.58,88.71,2.35
14.761,0.99,0.0,0.22,87.5,88.55,2.39
14.96,0.99,0.0,0.19,87.49,88.55,2.43
15.161,0.98,0.0,0.27,87.53,88.61,2.49
15.411,0.97,0.0,0.24,87.57,88.58,2.54
15.609,0.97,0.0,0.27,87.49,88.45,2.59
15.809,0.96,0.0,0.24,87.43,88.48,2.64
16.11,0.95,0.0,0.25,87.48,88.55,2.73
16.215,0.95,0.0,0.23,87.47,88.48,2.75
16.414,0.94,0.0,0.22,87.4,88.39,2.79
16.711,0.94,0.0,0.19,87.35,88.52,2.83
16.813,0.93,0.0,0.22,87.41,88.52,2.87
17.011,0.92,0.0,0.2,87.37,88.42,2.91
17.214,0.92,0.0,0.18,87.37,88.55,2.95
17.46,0.91,0.0,0.16,87.39,88.48,2.99
17.659,0.91,0.0,0.25,87.35,88.39,3.03
17.86,0.9,0.0,0.22,87.27,88.48,3.07
18.109,0.9,0.0,0.25,87.24,88.48,3.12
18.309,0.89,0.0,0.18,87.25,88.32,3.16
18.459,0.89,0.0,0.16,87.27,88.52,3.2
18.66,0.88,0.0,0.19,87.31,88.48,3.24
18.861,0.88,0.0,0.22,87.28,88.45,3.28
19.162,0.87,0.0,0.19,87.24,88.36,3.34
19.309,0.87,0.0,0.23,87.22,88.36,3.36
19.51,0.86,0.0,0.21,87.16,88.26,3.4
19.709,0.86,0.0,0.19,87.14,88.26,3.44
19.909,0.85,0.0,0.17,87.15,88.29,3.48
20.109,0.85,0.0,0.15,87.23,88.42,3.51
20.409,0.84,0.0,0.14,87.16,88.32,3.54
20.612,0.84,0.0,0.13,87.12,88.32,3.55
20.809,0.84,0.0,0.22,87.11,88.23,3.59
21.009,0.83,0.0,0.19,87.06,88.45,3.63
21.159,0.83,0.0,0.18,87.08,88.23,3.67
21.36,0.83,0.0,0.15,87.08,88.29,3.71
21.66,0.82,0.0,0.14,87.15,88.29,3.74
21.811,0.82,0.0,0.14,87.09,88.42,3.74
22.012,0.81,0.0,0.17,87.01,88.19,3.78
22.209,0.81,0.0,0.25,87.0,88.29,3.83
22.461,0.81,0.0,0.17,87.04,88.16,3.87
22.661,0.8,0.0,0.15,87.07,88.16,3.91
22.861,0.8,0.0,0.18,87.01,88.29,3.95
23.159,0.79,0.0,0.16,87.03,88.26,4.01
23.259,0.79,0.0,0.14,87.04,88.19,4.02
23.459,0.79,0.0,0.18,86.91,88.26,4.06
23.659,0.78,0.0,0.16,86.9,88.32,4.1
23.861,0.78,0.0,0.14,86.93,88.13,4.13
24.16,0.78,0.0,0.18,86.87,88.19,4.17
24.41,0.77,0.0,0.16,86.95,88.1,4.21
24.509,0.77,0.0,0.14,86.93,88.03,4.22
24.711,0.77,0.0,0.14,86.92,88.26,4.24
24.91,0.76,0.0,0.13,86.95,88.13,4.26
25.109,0.76,0.0,0.12,86.9,88.03,4.28
25.461,0.76,0.0,0.19,86.87,88.13,4.34
25.559,0.75,0.0,0.18,86.87,88.13,4.36
25.811,0.75,0.0,0.16,86.87,88.1,4.4
26.01,0.75,0.0,0.14,86.8,88.0,4.43
26.21,0.74,0.0,0.13,86.84,88.13,4.45
26.409,0.74,0.0,0.16,86.86,87.96,4.49
26.66,0.74,0.0,0.14,86.81,87.87,4.53
26.961,0.74,0.0,0.13,86.76,88.0,4.54
27.059,0.73,0.0,0.13,86.79,88.0,4.56
27.26,0.73,0.0,0.11,86.78,87.9,4.58
27.461,0.73,0.0,0.11,86.74,87.9,4.6
27.661,0.72,0.0,0.19,86.77,87.96,4.63
27.86,0.72,0.0,0.13,86.73,87.87,4.65
28.063,0.72,0.0,0.12,86.74,87.9,4.67
28.309,0.71,0.0,0.11,86.68,87.93,4.69
28.559,0.71,0.0,0.19,86.65,87.8,4.73
28.659,0.71,0.0,0.18,86.65,87.84,4.75
28.859,0.71,0.0,0.16,86.66,87.84,4.79
29.16,0.71,0.0,0.14,86.75,87.84,4.83
29.362,0.7,0.0,0.13,86.69,87.84,4.84
29.559,0.7,0.0,0.12,86.71,87.84,4.86
29.76,0.7,0.0,0.11,86.58,87.77,4.88
29.96,0.69,0.0,0.2,86.54,87.74,4.92
30.16,0.69,0.0,0.13,86.56,87.71,4.95
30.361,0.69,0.0,0.12,86.56,87.84,4.97
30.562,0.69,0.0,0.11,86.6,87.77,4.99
30.811,0.69,0.0,0.15,86.64,87.68,5.02
31.01,0.68,0.0,0.14,86.56,87.68,5.04
31.211,0.68,0.0,0.13,86.53,87.74,5.06
31.41,0.68,0.0,0.17,86.43,87.77,5.09
31.611,0.67,0.0,0.14,86.42,87.58,5.12
31.811,0.67,0.0,0.14,86.5,87.58,5.14
32.061,0.67,0.0,0.13,86.51,87.55,5.16
32.261,0.67,0.0,0.11,86.49,87.71,5.18
32.461,0.66,0.0,0.16,86.41,87.48,5.21
32.659,0.66,0.0,0.09,86.34,87.64,5.23
32.862,0.66,0.0,0.13,86.45,87.64,5.25
33.059,0.66,0.0,0.17,86.45,87.52,5.28
33.36,0.66,0.0,0.15,86.43,87.48,5.31
33.461,0.65,0.0,0.14,86.4,87.52,5.33
33.661,0.65,0.0,0.13,86.36,87.42,5.35
33.86,0.65,0.0,0.12,86.28,87.42,5.37
34.161,0.64,0.0,0.11,86.23,87.58,5.4
34.36,0.64,0.0,0.1,86.32,87.55,5.42
34.61,0.64,0.0,0.09,86.31,87.35,5.43
34.71,0.64,0.0,0.13,86.28,87.48,5.45
34.915,0.64,0.0,0.17,86.19,87.48,5.48
35.109,0.64,0.14,0.15,86.27,87.35,5.51
35.41,0.69,0.14,0.13,86.24,87.22,5.54
35.611,0.65,0.23,0.13,86.13,87.29,5.56
35.911,0.72,0.34,0.12,86.14,87.19,5.57
36.012,0.78,0.45,0.11,86.11,87.0,5.59
36.212,0.82,0.55,0.1,86.03,86.9,5.61
36.409,0.86,0.72,0.14,86.05,86.55,5.63
36.61,0.93,0.93,0.18,86.06,86.2,5.66
36.809,1.0,1.13,0.16,86.01,85.74,5.7
37.011,1.07,1.36,0.15,85.98,85.36,5.72
37.263,1.16,1.6,0.14,85.96,84.97,5.74
37.461,1.27,1.8,0.12,86.0,84.49,5.76
