espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,87.0,87.0,0.0
0.026,0.06,2.07,0.0,86.49,86.29,0.0
0.176,0.07,1.76,0.0,86.48,86.23,0.0
0.374,0.1,1.38,0.0,86.41,84.53,0.0
0.674,0.04,1.2,0.0,86.35,83.38,0.0
0.924,0.03,1.06,0.0,86.23,83.09,0.0
1.023,0.02,1.24,0.0,86.09,83.57,0.0
1.224,0.03,1.29,0.0,85.97,84.05,0.0
1.424,0.08,1.21,0.0,85.85,84.59,0.0
1.624,0.01,1.74,0.0,85.8,84.88,0.0
1.923,0.01,1.97,0.0,85.77,85.36,0.0
2.223,0.06,1.85,0.0,85.63,85.71,0.0
2.323,0.06,1.98,0.0,85.6,86.07,0.0
2.524,0.03,2.11,0.0,85.51,86.45,0.0
2.672,0.06,2.33,0.0,85.54,86.84,0.0
2.874,0.05,2.64,0.0,85.51,86.96,0.0
3.174,0.07,2.68,0.0,85.41,87.29,0.0
3.424,0.04,2.5,0.0,85.3,87.26,0.0
3.522,0.09,2.26,0.0,85.26,87.42,0.0
3.726,0.03,1.93,0.0,85.22,87.48,0.0
3.924,0.05,1.54,0.0,85.26,87.71,0.0
4.174,0.13,1.27,0.0,85.22,87.77,0.0
4.372,0.03,1.07,0.0,85.21,88.1,0.0
4.573,0.05,0.84,0.0,85.23,88.16,0.0
4.772,0.04,0.65,0.0,85.24,88.45,0.0
5.024,0.03,0.51,0.0,85.25,88.48,0.0
5.224,0.06,0.39,0.0,85.33,88.78,0.0
5.424,0.04,0.31,0.0,85.31,88.97,0.0
5.624,0.05,0.24,0.0,85.28,89.36,0.0
5.824,0.07,0.19,0.0,85.37,89.66,0.0
6.074,0.06,0.14,0.0,85.42,89.91,0.0
6.275,0.06,0.11,0.0,85.41,90.31,0.0
6.478,0.05,0.09,0.0,85.59,90.86,0.0
6.674,0.05,0.07,0.0,85.62,90.96,0.0
6.874,0.04,0.05,0.0,85.71,91.16,0.0
7.074,0.04,0.04,0.0,85.75,91.36,0.0
7.322,0.03,0.03,0.0,85.93,91.65,0.0
7.522,0.02,0.02,0.0,85.91,91.62,0.0
7.724,0.03,0.02,0.0,86.01,91.68,0.0
7.924,0.03,0.02,0.0,86.07,91.65,0.0
8.124,0.03,0.01,0.0,86.13,91.75,0.0
8.324,0.03,0.01,0.0,86.27,91.85,0.0
8.624,0.04,0.01,0.0,86.28,92.08,0.0
8.722,0.02,0.01,0.0,86.34,92.05,0.0
8.924,0.01,0.0,0.0,86.45,92.11,0.0
9.127,0.05,0.0,0.0,86.51,92.25,0.0
9.424,0.04,0.0,0.0,86.57,92.05,0.0
9.623,0.02,0.0,0.0,86.57,91.88,0.0
9.874,0.0,0.0,0.0,86.6,91.65,0.0
9.973,0.0,0.0,0.0,86.62,91.49,0.0
10.174,0.0,0.0,0.0,86.65,91.16,0.0
10.373,0.0,0.0,0.0,86.74,90.8,0.0
10.675,0.0,0.0,0.0,86.75,90.34,0.0
10.874,0.0,0.0,0.0,86.68,90.08,0.0
11.174,0.0,0.0,0.0,86.74,89.79,0.0
11.273,0.0,0.0,0.0,86.75,89.75,0.0
11.472,0.0,0.0,0.0,86.78,89.59,0.0
11.674,0.0,0.0,0.0,86.8,89.39,0.0
11.874,0.0,0.0,0.0,86.8,89.3,0.0
12.074,0.0,0.0,0.0,86.77,89.1,0.0
12.274,0.0,0.0,0.0,86.83,88.91,0.0
12.522,0.0,0.0,0.0,86.85,88.88,0.0
12.722,0.0,0.0,0.0,86.84,88.84,0.0
12.974,0.0,0.0,0.0,86.86,88.84,0.0
13.177,0.0,0.04,0.0,86.85,88.78,0.0
13.422,0.0,0.46,0.0,86.82,88.74,0.0
13.522,0.0,1.05,0.0,86.78,88.65,0.0
13.774,0.0,1.61,0.0,86.72,88.61,0.0
13.974,0.0,2.11,0.0,86.7,88.48,0.0
14.174,0.06,2.58,0.0,86.79,88.45,0.0
14.375,0.09,2.88,0.0,86.76,88.61,0.0
14.574,0.06,3.24,0.0,86.74,88.88,0.0
14.774,0.03,3.5,0.0,86.76,89.0,0.0
14.975,0.02,3.63,0.0,86.79,89.04,0.0
15.174,0.01,3.74,0.0,86.8,89.2,0.0
15.475,0.01,3.82,0.0,86.84,89.04,0.0
15.675,0.01,3.82,0.0,86.85,88.78,0.0
15.873,0.02,3.87,0.0,86.83,88.06,0.0
16.074,0.02,3.88,0.0,86.88,87.13,0.0
16.224,0.05,3.93,0.0,86.85,85.94,0.0
16.422,0.14,3.93,0.0,86.88,84.43,0.0
16.722,0.28,4.01,0.0,86.86,83.31,0.0
16.922,0.43,3.98,0.0,86.84,83.25,0.0
17.122,0.54,4.0,0.0,86.83,83.73,0.0
17.324,0.62,3.98,0.0,86.85,84.65,0.0
17.524,0.69,4.0,0.0,86.91,85.62,0.0
17.724,0.77,4.04,0.0,86.92,86.52,0.0
17.924,0.87,4.11,0.0,86.95,87.45,0.0
18.124,0.95,4.11,0.0,86.95,88.23,0.0
18.324,1.01,4.14,0.0,86.91,88.88,0.0
18.524,1.03,4.09,0.0,86.82,89.36,0.0
18.774,1.0,4.08,0.0,86.82,89.59,0.0
18.975,1.03,4.04,0.0,86.82,89.72,0.0
19.177,1.09,4.0,0.0,86.8,89.59,0.0
19.375,1.12,3.93,0.0,86.77,89.33,0.0
19.578,1.23,3.95,0.0,86.8,89.13,0.0
19.772,1.28,3.95,0.0,86.82,89.07,0.0
19.974,1.36,3.96,0.0,86.85,88.81,0.0
20.224,1.55,3.96,0.0,86.84,88.97,0.0
20.424,1.64,3.95,0.0,86.88,88.91,0.0
20.624,1.77,3.93,0.0,86.95,88.97,0.0
20.824,1.91,3.91,0.0,87.05,88.97,0.0
21.022,2.04,3.91,0.0,87.06,88.97,0.0
21.224,2.23,3.89,0.0,87.12,88.94,0.0
21.424,2.4,3.7,0.0,87.19,88.84,0.0
21.775,2.35,3.23,0.24,87.19,88.81,0.04
21.923,2.16,2.75,0.42,87.29,88.84,0.11
22.122,2.0,2.22,0.67,87.34,88.65,0.23
22.323,1.82,1.73,0.8,87.39,88.74,0.38
22.523,1.67,1.35,0.82,87.38,88.68,0.54
22.673,1.59,1.05,0.88,87.47,88.58,0.63
22.974,1.52,0.87,0.9,87.49,88.55,0.9
23.174,1.56,0.89,0.91,87.43,88.42,1.08
23.374,1.55,0.71,0.92,87.62,88.42,1.26
23.574,1.47,0.55,0.93,87.53,88.36,1.44
23.773,1.42,0.43,0.89,87.53,88.32,1.62
23.972,1.38,0.33,0.85,87.56,88.36,1.79
24.174,1.35,0.26,0.87,87.64,88.36,1.96
24.374,1.32,0.2,0.83,87.65,88.36,2.13
24.579,1.3,0.16,0.8,87.65,88.23,2.29
24.772,1.28,0.12,0.72,87.63,88.29,2.44
24.977,1.26,0.09,0.75,87.62,88.16,2.58
25.224,1.24,0.07,0.72,87.65,88.13,2.72
25.424,1.23,0.06,0.66,87.61,88.13,2.86
25.627,1.21,0.04,0.59,87.67,88.26,2.98
25.825,1.2,0.03,0.63,87.64,88.16,3.1
26.024,1.19,0.03,0.57,87.54,88.1,3.22
26.222,1.18,0.02,0.52,87.52,88.13,3.32
26.475,1.17,0.02,0.52,87.56,88.03,3.32
26.675,1.16,0.01,0.47,87.58,88.26,3.51
26.874,1.15,0.01,0.52,87.57,88.06,3.61
27.074,1.14,0.01,0.42,87.55,88.13,3.7
27.274,1.14,0.01,0.45,87.42,88.1,3.75
27.473,1.14,0.0,0.44,87.46,88.0,3.87
27.774,1.13,0.0,0.42,87.48,88.0,3.91
27.974,1.12,0.0,0.4,87.4,87.96,4.03
28.174,1.12,0.0,0.37,87.42,87.93,4.11
28.373,1.11,0.0,0.33,87.4,87.96,4.17
28.574,1.11,0.0,0.3,87.39,87.96,4.23
28.774,1.1,0.0,0.37,87.35,87.96,4.3
29.023,1.1,0.0,0.34,87.35,88.0,4.36
29.224,1.09,0.0,0.3,87.42,88.03,4.42
29.423,1.08,0.0,0.27,87.42,87.93,4.48
29.625,1.08,0.0,0.24,87.25,87.9,4.53
29.824,1.08,0.0,0.32,87.24,87.93,4.59
30.024,1.08,0.0,0.29,87.3,87.9,4.65
30.324,1.07,0.0,0.26,87.27,87.84,4.71
30.443,1.07,0.0,0.24,87.27,87.84,4.75
30.624,1.06,0.0,0.21,87.3,87.77,4.79
30.824,1.06,0.0,0.25,87.19,87.71,4.83
31.023,1.06,0.0,0.22,87.19,87.77,4.87
