espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,90.0,90.0,0.0
0.147,0.3,2.02,0.0,88.61,88.48,0.0
0.199,0.26,2.83,0.0,88.59,88.45,0.0
0.39,0.23,4.09,0.0,88.53,88.16,0.0
0.59,0.31,4.94,0.0,88.34,86.29,0.0
0.79,0.36,5.55,0.0,88.05,85.71,0.0
1.04,0.37,6.01,0.0,87.76,85.91,0.0
1.239,0.43,6.29,0.0,87.53,86.42,0.0
1.439,0.59,6.56,0.0,87.27,86.96,0.0
1.639,0.7,6.72,0.0,87.02,88.16,0.0
1.839,0.72,6.86,0.0,86.87,89.2,0.0
2.04,0.75,6.89,0.0,86.66,90.27,0.0
2.291,0.76,6.96,0.0,86.49,91.06,0.0
2.491,0.82,7.01,0.0,86.44,91.72,0.0
2.69,0.86,7.03,0.0,86.32,92.08,0.0
2.89,0.9,7.01,0.0,86.29,92.44,0.0
3.09,0.97,6.98,0.0,86.3,92.44,0.0
3.29,1.03,6.98,0.0,86.3,92.34,0.0
3.541,1.12,7.02,0.0,86.42,92.48,0.0
3.74,1.22,7.01,0.0,86.6,92.44,0.0
3.94,1.37,6.97,0.0,86.78,92.34,0.0
4.145,1.52,6.97,0.0,86.93,92.25,0.0
4.346,1.63,6.96,0.0,87.14,92.18,0.0
4.542,1.86,6.95,0.0,87.31,92.05,0.0
4.834,2.08,6.8,0.0,87.59,91.98,0.0
4.99,2.3,6.14,0.0,87.83,91.68,0.0
5.19,2.28,5.3,0.0,88.08,91.75,0.0
5.44,2.11,4.4,0.0,88.22,91.45,0.0
5.589,1.98,3.57,0.0,88.48,91.45,0.0
5.79,1.89,2.85,0.0,88.65,91.26,0.0
6.04,1.78,2.22,0.0,88.79,91.19,0.0
6.24,1.68,1.73,0.0,89.01,91.22,0.0
6.439,1.62,1.34,0.0,89.19,91.09,0.0
6.689,1.57,1.17,0.0,89.38,91.09,0.0
6.841,1.6,0.95,0.0,89.45,91.19,0.0
7.04,1.57,0.74,0.0,89.59,90.99,0.0
7.289,1.52,0.58,0.0,89.67,90.93,0.0
7.49,1.49,0.45,0.0,89.75,90.86,0.0
7.69,1.45,0.35,0.0,89.88,90.93,0.0
7.99,1.43,0.27,0.0,89.89,90.96,0.0
8.089,1.41,0.21,0.0,89.95,90.99,0.0
8.29,1.39,0.16,0.0,89.93,90.93,0.0
8.54,1.38,0.13,0.0,90.03,90.86,0.0
8.74,1.37,0.1,0.0,90.01,90.73,0.0
8.939,1.36,0.08,0.0,90.0,90.86,0.0
9.141,1.34,0.06,0.0,90.02,90.73,0.0
9.34,1.32,0.05,0.0,90.01,90.73,0.0
9.54,1.3,0.04,0.0,89.98,90.73,0.0
9.79,1.29,0.03,0.0,90.01,90.73,0.0
9.99,1.28,0.02,0.0,90.04,90.77,0.0
10.19,1.26,0.02,0.0,90.04,90.67,0.0
10.392,1.25,0.01,0.05,90.11,90.63,0.01
10.591,1.24,0.01,0.05,90.09,90.63,0.01
10.789,1.24,0.01,0.05,89.98,90.77,0.01
11.039,1.23,0.01,0.05,89.93,90.63,0.01
11.239,1.22,0.0,0.05,89.96,90.6,0.01
11.439,1.21,0.0,0.09,89.97,90.7,0.03
11.639,1.2,0.0,0.08,89.91,90.54,0.05
11.84,1.2,0.0,0.08,89.83,90.63,0.06
12.09,1.19,0.0,0.11,89.84,90.7,0.09
12.29,1.18,0.0,0.1,89.89,90.63,0.12
12.49,1.17,0.0,0.09,89.83,90.57,0.13
12.69,1.17,0.0,0.08,89.77,90.6,0.15
12.891,1.16,0.0,0.07,89.79,90.63,0.17
13.09,1.15,0.0,0.07,89.79,90.57,0.18
13.34,1.15,0.0,0.14,89.77,90.47,0.23
13.54,1.14,0.0,0.13,89.73,90.54,0.25
13.74,1.14,0.0,0.13,89.63,90.54,0.26
13.94,1.13,0.0,0.12,89.66,90.44,0.28
14.14,1.13,0.0,0.11,89.73,90.5,0.3
14.391,1.12,0.0,0.09,89.69,90.54,0.33
14.591,1.12,0.0,0.13,89.66,90.37,0.35
14.794,1.11,0.0,0.12,89.58,90.47,0.37
14.99,1.1,0.0,0.12,89.56,90.47,0.38
15.196,1.1,0.0,0.11,89.55,90.5,0.4
15.393,1.1,0.0,0.1,89.57,90.5,0.42
15.64,1.09,0.0,0.14,89.63,90.54,0.44
15.843,1.09,0.0,0.17,89.57,90.44,0.49
16.043,1.08,0.0,0.14,89.49,90.54,0.52
16.239,1.08,0.0,0.09,89.57,90.37,0.53
16.439,1.08,0.0,0.13,89.55,90.44,0.55
16.64,1.07,0.0,0.12,89.5,90.41,0.57
16.839,1.07,0.0,0.11,89.49,90.31,0.59
17.09,1.06,0.0,0.1,89.53,90.31,0.62
17.29,1.06,0.0,0.08,89.49,90.37,0.64
17.49,1.06,0.0,0.08,89.51,90.34,0.65
17.69,1.05,0.0,0.07,89.47,90.31,0.67
17.893,1.05,0.0,0.06,89.38,90.41,0.69
18.09,1.05,0.0,0.05,89.44,90.47,0.7
18.34,1.04,0.0,0.14,89.35,90.27,0.73
