espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,86.0,86.0,0.0
0.075,0.16,1.94,0.0,84.94,84.43,0.0
0.177,0.16,1.94,0.0,84.94,84.43,0.0
0.281,0.18,1.56,0.0,84.95,83.76,0.0
0.382,0.18,1.56,0.0,84.95,83.76,0.0
0.486,0.17,1.22,0.0,84.78,82.39,0.0
0.588,0.17,1.22,0.0,84.78,82.39,0.0
0.691,0.13,0.95,0.0,84.62,81.43,0.0
0.793,0.13,0.95,0.0,84.62,81.43,0.0
0.897,0.14,0.74,0.0,84.46,81.52,0.0
0.998,0.14,0.74,0.0,84.46,81.52,0.0
1.102,0.13,0.57,0.0,84.32,81.81,0.0
1.204,0.13,0.57,0.0,84.32,81.81,0.0
1.307,0.21,0.45,0.0,84.29,82.36,0.0
1.409,0.21,0.45,0.0,84.29,82.36,0.0
1.513,0.26,0.35,0.0,84.13,82.86,0.0
1.614,0.26,0.35,0.0,84.13,82.86,0.0
1.72,0.18,0.27,0.0,84.05,83.5,0.0
1.821,0.18,0.27,0.0,84.05,83.5,0.0
1.925,0.16,0.21,0.0,83.99,84.14,0.0
2.027,0.16,0.21,0.0,83.99,84.14,0.0
2.13,0.17,0.16,0.0,83.9,84.65,0.0
2.232,0.17,0.16,0.0,83.9,84.65,0.0
2.335,0.17,0.13,0.0,83.89,85.1,0.0
2.437,0.17,0.13,0.0,83.89,85.1,0.0
2.541,0.16,0.1,0.0,83.88,85.78,0.0
2.643,0.16,0.1,0.0,83.88,85.78,0.0
2.746,0.16,0.08,0.0,83.82,86.29,0.0
2.848,0.16,0.08,0.0,83.82,86.29,0.0
2.951,0.12,0.06,0.0,83.82,86.93,0.0
3.053,0.12,0.06,0.0,83.82,86.93,0.0
3.157,0.12,0.05,0.0,83.89,87.55,0.0
3.258,0.12,0.05,0.0,83.89,87.55,0.0
3.362,0.11,0.04,0.0,83.81,88.13,0.0
3.464,0.11,0.04,0.0,83.81,88.13,0.0
3.567,0.1,0.03,0.0,83.75,88.36,0.0
3.672,0.1,0.03,0.0,83.75,88.36,0.0
3.775,0.1,0.02,0.0,83.86,88.61,0.0
3.876,0.1,0.02,0.0,83.86,88.61,0.0
3.978,0.1,0.02,0.0,83.86,88.61,0.0
4.084,0.11,0.02,0.0,83.9,88.88,0.0
4.189,0.11,0.01,0.0,83.97,89.1,0.0
4.291,0.11,0.01,0.0,83.97,89.1,0.0
4.393,0.11,0.01,0.0,83.97,89.1,0.0
4.496,0.14,0.01,0.0,83.97,89.46,0.0
4.599,0.15,0.01,0.0,84.01,89.95,0.0
4.701,0.15,0.01,0.0,84.01,89.95,0.0
4.804,0.1,0.01,0.0,83.99,90.31,0.0
4.906,0.1,0.01,0.0,83.99,90.31,0.0
5.009,0.09,0.0,0.0,84.01,90.47,0.0
5.111,0.09,0.0,0.0,84.01,90.47,0.0
5.213,0.09,0.0,0.0,84.01,90.47,0.0
5.316,0.1,0.0,0.0,84.1,90.67,0.0
5.418,0.1,0.0,0.0,84.1,90.67,0.0
5.525,0.09,0.0,0.0,84.09,90.8,0.0
5.625,0.09,0.0,0.0,84.09,90.8,0.0
5.726,0.09,0.0,0.0,84.09,90.8,0.0
5.828,0.09,0.0,0.0,84.1,90.89,0.0
5.931,0.07,0.0,0.0,84.2,91.16,0.0
6.034,0.07,0.0,0.0,84.2,91.16,0.0
6.137,0.09,0.0,0.0,84.19,91.03,0.0
6.239,0.09,0.0,0.0,84.25,91.09,0.0
6.341,0.09,0.0,0.0,84.25,91.09,0.0
6.443,0.09,0.0,0.0,84.25,91.09,0.0
6.546,0.07,0.0,0.0,84.24,90.96,0.0
6.648,0.07,0.0,0.0,84.24,90.96,0.0
6.751,0.08,0.0,0.0,84.22,91.22,0.0
6.853,0.08,0.0,0.0,84.22,91.22,0.0
6.956,0.08,0.0,0.0,84.31,91.32,0.0
7.058,0.08,0.0,0.0,84.31,91.32,0.0
7.162,0.11,0.0,0.0,84.41,91.55,0.0
7.264,0.11,0.0,0.0,84.41,91.55,0.0
7.367,0.09,0.0,0.0,84.38,91.49,0.0
7.468,0.09,0.0,0.0,84.38,91.49,0.0
7.572,0.08,0.0,0.0,84.34,91.98,0.0
7.673,0.08,0.0,0.0,84.34,91.98,0.0
7.777,0.12,0.0,0.0,84.4,92.05,0.0
7.878,0.12,0.0,0.0,84.4,92.05,0.0
7.98,0.12,0.0,0.0,84.4,92.05,0.0
8.084,0.12,0.0,0.0,84.48,92.01,0.0
8.187,0.08,0.0,0.0,84.41,91.68,0.0
8.289,0.08,0.0,0.0,84.41,91.68,0.0
8.392,0.05,0.0,0.0,84.49,91.32,0.0
8.494,0.05,0.0,0.0,84.49,91.32,0.0
8.597,0.05,0.0,0.0,84.52,90.89,0.0
8.699,0.05,0.0,0.0,84.52,90.89,0.0
8.802,0.03,0.0,0.0,84.58,90.5,0.0
8.904,0.03,0.0,0.0,84.58,90.5,0.0
9.007,0.02,0.0,0.0,84.58,89.85,0.0
9.109,0.02,0.0,0.0,84.58,89.85,0.0
9.212,0.02,0.0,0.0,84.6,89.49,0.0
9.314,0.02,0.0,0.0,84.6,89.49,0.0
9.425,0.02,0.0,0.0,84.56,89.13,0.0
9.526,0.02,0.0,0.0,84.56,89.13,0.0
9.627,0.02,0.0,0.0,84.47,88.78,0.0
9.728,0.02,0.0,0.0,84.47,88.78,0.0
9.829,0.01,0.0,0.0,84.54,88.45,0.0
9.931,0.01,0.0,0.0,84.54,88.45,0.0
10.036,0.01,0.0,0.0,84.56,88.26,0.0
10.138,0.01,0.0,0.0,84.56,88.26,0.0
10.24,0.01,0.0,0.0,84.57,88.32,0.0
10.341,0.01,0.0,0.0,84.57,88.32,0.0
10.444,0.01,0.0,0.0,84.57,88.0,0.0
10.546,0.01,0.0,0.0,84.57,88.0,0.0
10.649,0.01,0.0,0.0,84.55,87.9,0.0
10.75,0.01,0.0,0.0,84.55,87.9,0.0
10.854,0.01,0.0,0.0,84.46,87.58,0.0
10.956,0.01,0.0,0.0,84.46,87.58,0.0
11.059,0.01,0.0,0.0,84.51,87.55,0.0
11.16,0.01,0.0,0.0,84.51,87.55,0.0
11.262,0.01,0.0,0.0,84.54,87.55,0.0
11.364,0.01,0.0,0.0,84.54,87.55,0.0
11.466,0.01,0.0,0.0,84.54,87.55,0.0
