espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,91.0,91.0,0.0
0.053,0.02,2.09,0.0,88.93,88.94,0.0
0.155,0.04,3.34,0.0,88.92,88.91,0.0
0.356,0.05,4.41,0.0,88.79,88.23,0.0
0.608,0.09,5.14,0.0,88.59,87.45,0.0
0.806,0.11,5.79,0.0,88.34,87.68,0.0
1.057,0.19,6.18,0.0,88.11,88.13,0.0
1.205,0.33,6.42,0.0,87.82,88.52,0.0
1.407,0.39,6.64,0.0,87.67,89.39,0.0
1.607,0.45,6.77,0.0,87.49,90.27,0.0
1.807,0.49,6.86,0.0,87.23,91.09,0.0
2.058,0.52,6.93,0.0,87.02,91.88,0.0
2.357,0.57,7.03,0.0,86.92,92.51,0.0
2.456,0.59,7.05,0.0,86.89,92.91,0.0
2.657,0.64,7.08,0.0,86.84,93.04,0.0
2.857,0.7,7.02,0.0,86.83,93.2,0.0
3.057,0.78,7.03,0.0,86.91,93.17,0.0
3.307,0.85,7.0,0.0,86.93,93.07,0.0
3.507,0.93,6.98,0.0,87.08,93.14,0.0
3.707,1.02,7.01,0.0,87.24,93.04,0.0
3.907,1.11,7.0,0.0,87.31,92.97,0.0
4.11,1.22,7.03,0.0,87.49,92.91,0.0
4.356,1.36,7.0,0.0,87.76,92.77,0.0
4.557,1.52,6.95,0.0,87.92,92.84,0.0
4.756,1.7,6.96,0.0,88.15,92.61,0.0
4.999,1.96,6.91,0.0,88.33,92.51,0.0
5.156,2.4,6.5,0.0,88.61,92.51,0.0
5.358,2.64,5.67,0.0,88.8,92.54,0.0
5.558,2.53,4.74,0.0,89.03,92.25,0.0
5.807,2.39,3.93,0.05,89.11,92.31,0.01
6.007,2.28,3.11,0.15,89.28,92.05,0.02
6.207,2.09,2.42,0.28,89.49,92.05,0.07
6.407,1.94,1.89,0.42,89.62,92.01,0.11
6.606,1.88,1.6,0.43,89.71,91.82,0.19
6.812,1.84,1.26,0.44,89.89,91.91,0.27
7.058,1.73,0.98,0.52,90.01,91.85,0.41
7.262,1.65,0.76,0.67,90.04,91.78,0.53
7.461,1.58,0.59,0.51,90.13,91.75,0.64
7.658,1.53,0.46,0.58,90.27,91.75,0.7
7.858,1.47,0.36,0.62,90.31,91.68,0.82
8.059,1.43,0.28,0.66,90.41,91.72,0.96
8.308,1.39,0.22,0.56,90.37,91.78,1.14
8.508,1.34,0.17,0.6,90.48,91.68,1.26
8.758,1.31,0.13,0.59,90.51,91.59,1.38
8.908,1.28,0.1,0.56,90.49,91.65,1.44
9.108,1.25,0.08,0.6,90.52,91.68,1.56
9.311,1.22,0.06,0.55,90.52,91.59,1.66
9.557,1.19,0.05,0.52,90.47,91.62,1.82
9.758,1.17,0.04,0.51,90.45,91.55,1.92
10.006,1.14,0.03,0.56,90.44,91.55,2.03
10.156,1.12,0.02,0.58,90.53,91.49,2.09
10.358,1.09,0.02,0.53,90.47,91.42,2.2
10.557,1.07,0.01,0.47,90.34,91.59,2.3
10.807,1.05,0.01,0.5,90.36,91.49,2.44
11.007,1.03,0.01,0.45,90.4,91.42,2.54
11.257,1.01,0.01,0.46,90.39,91.39,2.63
11.405,0.99,0.01,0.49,90.23,91.29,2.68
11.606,0.97,0.0,0.43,90.31,91.39,2.77
11.807,0.96,0.0,0.44,90.31,91.26,2.85
12.057,0.94,0.0,0.38,90.23,91.22,2.98
12.256,0.93,0.0,0.34,90.21,91.42,3.05
12.457,0.92,0.0,0.31,90.21,91.39,3.11
12.659,0.9,0.0,0.47,90.22,91.19,3.2
12.861,0.89,0.0,0.45,90.14,91.22,3.25
13.057,0.87,0.0,0.4,90.1,91.29,3.33
13.309,0.86,0.0,0.36,90.11,91.09,3.41
13.51,0.85,0.0,0.36,90.14,91.06,3.51
13.706,0.84,0.0,0.33,90.12,91.26,3.57
13.907,0.83,0.0,0.3,90.02,91.22,3.63
14.111,0.81,0.0,0.29,90.01,91.19,3.66
14.307,0.8,0.0,0.35,90.05,91.22,3.74
14.557,0.79,0.0,0.34,90.03,91.12,3.84
14.806,0.78,0.0,0.36,89.93,91.12,3.92
14.956,0.77,0.0,0.27,89.93,91.12,3.98
15.155,0.76,0.0,0.29,89.97,91.09,4.04
15.358,0.75,0.0,0.28,89.97,91.09,4.07
15.555,0.74,0.0,0.3,89.87,90.96,4.13
15.807,0.73,0.0,0.3,89.87,90.89,4.22
16.009,0.72,0.0,0.32,89.91,91.06,4.28
16.207,0.72,0.0,0.29,89.88,91.03,4.34
16.406,0.71,0.0,0.26,89.84,90.89,4.4
16.657,0.7,0.0,0.3,89.76,90.99,4.43
16.806,0.69,0.0,0.27,89.77,90.93,4.49
17.058,0.69,0.0,0.28,89.73,90.99,4.57
17.257,0.68,0.0,0.2,89.8,90.96,4.62
17.457,0.67,0.0,0.18,89.81,90.93,4.66
17.659,0.66,0.0,0.27,89.7,90.86,4.69
17.858,0.66,0.0,0.29,89.66,90.93,4.75
18.057,0.65,0.0,0.26,89.69,90.83,4.81
18.308,0.64,0.0,0.22,89.69,90.96,4.87
18.508,0.64,0.0,0.21,89.68,90.89,4.91
18.708,0.63,0.0,0.19,89.71,90.83,4.95
18.957,0.63,0.0,0.27,89.62,90.89,4.98
19.109,0.62,0.0,0.2,89.61,90.89,5.02
19.306,0.61,0.0,0.23,89.55,90.96,5.06
19.557,0.61,0.0,0.24,89.56,90.73,5.13
19.756,0.6,0.0,0.22,89.61,90.77,5.17
19.957,0.6,0.0,0.26,89.55,90.83,5.22
20.157,0.59,0.0,0.28,89.51,90.77,5.27
20.357,0.59,0.0,0.26,89.49,90.77,5.3
20.557,0.58,0.0,0.24,89.49,90.77,5.34
20.807,0.58,0.0,0.21,89.51,90.7,5.4
21.007,0.57,0.0,0.19,89.52,90.77,5.44
21.206,0.57,0.0,0.22,89.53,90.73,5.48
21.409,0.56,0.0,0.19,89.41,90.73,5.53
21.607,0.55,0.0,0.18,89.44,90.73,5.55
21.806,0.55,0.0,0.16,89.45,90.63,5.59
22.058,0.55,0.0,0.24,89.43,90.77,5.65
22.256,0.54,0.0,0.22,89.4,90.63,5.69
22.46,0.54,0.0,0.24,89.45,90.73,5.74
22.658,0.53,0.0,0.22,89.39,90.67,5.78
22.857,0.53,0.0,0.21,89.33,90.67,5.8
23.057,0.52,0.0,0.24,89.41,90.67,5.84
23.307,0.52,0.0,0.21,89.3,90.57,5.9
23.508,0.52,0.0,0.19,89.27,90.7,5.94
23.711,0.51,0.0,0.17,89.34,90.5,5.98
23.91,0.51,0.0,0.15,89.26,90.63,6.01
24.109,0.5,0.0,0.14,89.2,90.5,6.02
24.307,0.5,0.0,0.18,89.28,90.54,6.06
24.556,0.5,0.0,0.2,89.22,90.5,6.12
24.756,0.49,0.0,0.23,89.21,90.44,6.16
24.956,0.49,0.0,0.16,89.19,90.6,6.2
25.157,0.49,0.0,0.19,89.19,90.5,6.24
25.364,0.48,0.0,0.18,89.22,90.44,6.26
25.558,0.48,0.0,0.16,89.17,90.44,6.3
25.808,0.48,0.0,0.13,89.14,90.47,6.35
26.01,0.47,0.0,0.16,89.16,90.47,6.39
26.208,0.47,0.0,0.14,89.16,90.54,6.42
26.407,0.47,0.0,0.18,89.15,90.34,6.45
26.657,0.46,0.0,0.16,89.15,90.37,6.49
26.807,0.46,0.0,0.15,89.14,90.34,6.51
27.057,0.46,0.0,0.13,89.03,90.47,6.54
27.257,0.45,0.0,0.18,89.02,90.27,6.57
27.457,0.45,0.0,0.16,89.03,90.34,6.61
27.657,0.45,0.0,0.14,89.03,90.44,6.63
27.957,0.45,0.0,0.13,89.05,90.24,6.65
28.055,0.44,0.0,0.13,89.04,90.34,6.66
