espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,89.0,89.0,0.0
0.012,0.32,1.99,0.0,87.87,88.13,0.0
0.19,0.37,1.92,0.0,87.88,88.22,0.0
0.389,0.29,1.53,0.0,87.85,88.13,0.0
0.593,0.31,1.19,0.0,87.77,86.36,0.0
0.84,0.32,0.93,0.0,87.58,84.77,0.0
1.04,0.28,0.72,0.0,87.45,84.57,0.0
1.292,0.25,0.56,0.0,87.27,84.87,0.0
1.44,0.3,0.44,0.0,87.15,85.42,0.0
1.69,0.3,0.34,0.0,87.03,85.9,0.0
1.938,0.28,0.26,0.0,86.89,86.59,0.0
2.088,0.24,0.21,0.0,86.78,87.27,0.0
2.288,0.23,0.16,0.0,86.65,88.02,0.0
2.54,0.21,0.12,0.0,86.58,88.55,0.0
2.689,0.18,0.1,0.0,86.54,89.24,0.0
2.889,0.18,0.08,0.0,86.47,89.77,0.0
3.14,0.16,0.06,0.0,86.4,90.27,0.0
3.34,0.13,0.05,0.0,86.38,90.67,0.0
3.539,0.14,0.04,0.0,86.28,90.97,0.0
3.741,0.14,0.03,0.0,86.33,90.87,0.0
3.99,0.15,0.02,0.0,86.35,91.14,0.0
4.14,0.13,0.02,0.0,86.31,91.2,0.0
4.339,0.11,0.01,0.0,86.31,91.5,0.0
4.589,0.13,0.01,0.0,86.33,91.84,0.0
4.788,0.14,0.01,0.0,86.34,92.04,0.0
4.989,0.16,0.01,0.0,86.31,92.14,0.0
5.189,0.14,0.0,0.0,86.25,92.45,0.0
5.392,0.11,0.0,0.0,86.32,92.82,0.0
5.64,0.14,0.0,0.0,86.33,92.98,0.0
5.839,0.14,0.0,0.0,86.3,93.19,0.0
6.041,0.1,0.0,0.0,86.32,93.22,0.0
6.239,0.07,0.0,0.0,86.37,93.19,0.0
6.44,0.07,0.0,0.0,86.41,92.98,0.0
6.641,0.06,0.0,0.0,86.36,92.82,0.0
6.841,0.05,0.0,0.0,86.36,92.68,0.0
7.09,0.03,0.0,0.0,86.43,92.51,0.0
7.289,0.02,0.0,0.0,86.43,92.51,0.0
7.49,0.04,0.0,0.0,86.48,92.24,0.0
7.689,0.04,0.0,0.0,86.5,92.28,0.0
7.889,0.04,0.0,0.0,86.46,92.28,0.0
8.09,0.06,0.0,0.0,86.46,92.31,0.0
8.34,0.06,0.0,0.0,86.45,92.51,0.0
8.54,0.05,0.0,0.0,86.5,92.58,0.0
8.74,0.05,0.0,0.0,86.49,92.71,0.0
8.941,0.06,0.0,0.0,86.51,92.95,0.0
9.191,0.06,0.0,0.0,86.5,92.95,0.0
9.35,0.05,0.0,0.0,86.58,93.26,0.0
9.589,0.03,0.0,0.0,86.58,93.26,0.0
9.789,0.04,0.0,0.0,86.57,93.22,0.0
10.038,0.03,0.0,0.0,86.54,93.09,0.0
10.238,0.02,0.0,0.0,86.57,92.92,0.0
10.389,0.02,0.0,0.0,86.56,92.55,0.0
10.59,0.02,0.0,0.0,86.54,92.18,0.0
10.84,0.02,0.0,0.0,86.55,91.97,0.0
11.04,0.02,0.0,0.0,86.59,91.67,0.0
11.24,0.02,0.0,0.0,86.72,91.47,0.0
11.55,0.02,0.0,0.0,86.66,91.34,0.0
11.648,0.01,0.0,0.0,86.64,91.17,0.0
11.84,0.01,0.0,0.0,86.7,90.97,0.0
12.09,0.02,0.0,0.0,86.7,90.94,0.0
12.29,0.03,0.0,0.0,86.66,90.77,0.0
12.491,0.02,0.0,0.0,86.64,90.64,0.0
12.69,0.02,0.0,0.0,86.65,90.57,0.0
12.94,0.01,0.0,0.0,86.64,90.57,0.0
13.091,0.01,0.06,0.0,86.69,90.54,0.0
13.342,0.01,0.29,0.0,86.68,90.5,0.0
13.54,0.01,0.87,0.0,86.66,90.37,0.0
13.742,0.0,1.37,0.0,86.63,90.34,0.0
13.94,0.0,1.87,0.0,86.62,90.34,0.0
14.139,0.01,2.38,0.0,86.71,90.2,0.0
14.34,0.02,2.74,0.0,86.66,90.17,0.0
14.589,0.05,3.06,0.0,86.69,90.0,0.0
14.788,0.11,3.33,0.0,86.68,90.04,0.0
15.09,0.11,3.53,0.0,86.65,90.17,0.0
15.227,0.1,3.62,0.0,86.69,90.11,0.0
15.393,0.13,3.76,0.0,86.66,90.2,0.0
15.589,0.25,3.88,0.0,86.74,90.44,0.0
15.84,0.33,3.92,0.0,86.76,90.73,0.0
16.04,0.38,3.96,0.0,86.74,90.97,0.0
16.238,0.4,4.02,0.0,86.71,91.17,0.0
16.439,0.41,4.04,0.0,86.85,91.3,0.0
16.639,0.41,4.05,0.0,86.87,91.47,0.0
16.84,0.42,4.1,0.0,86.85,91.57,0.0
17.097,0.45,4.02,0.0,86.9,91.61,0.0
17.299,0.49,4.05,0.0,86.99,91.74,0.0
17.488,0.51,4.03,0.0,87.0,91.74,0.0
17.69,0.54,4.05,0.0,87.05,91.71,0.0
17.942,0.56,4.04,0.0,87.09,91.61,0.0
