espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,94.0,94.0,0.0
0.008,0.0,2.3,0.0,93.32,93.73,0.0
0.243,0.0,2.83,0.0,93.29,93.73,0.0
0.443,0.0,3.14,0.0,93.31,93.54,0.0
0.643,0.0,3.42,0.0,93.22,93.3,0.0
0.844,0.0,3.61,0.0,93.21,93.5,0.0
1.046,0.0,3.73,0.0,93.14,93.44,0.0
1.242,0.0,3.76,0.0,93.1,93.3,0.0
1.493,0.0,3.92,0.0,93.12,93.17,0.0
1.693,0.0,3.91,0.0,93.13,93.24,0.0
1.893,0.0,3.97,0.0,93.06,93.54,0.0
2.094,0.02,3.97,0.0,93.03,93.8,0.0
2.292,0.07,4.02,0.0,93.03,94.07,0.0
2.492,0.1,4.05,0.0,93.09,94.37,0.0
2.742,0.12,4.05,0.0,93.08,94.64,0.0
2.993,0.17,4.03,0.0,93.08,94.84,0.0
3.143,0.23,4.05,0.0,93.09,94.97,0.0
3.394,0.29,4.06,0.0,93.06,95.01,0.0
3.542,0.37,4.04,0.0,93.13,94.8,0.0
3.741,0.47,4.02,0.0,93.24,94.87,0.0
3.991,0.59,3.98,0.0,93.25,94.77,0.0
4.241,0.71,3.96,0.0,93.31,94.74,0.0
4.441,0.87,3.95,0.0,93.41,94.47,0.0
4.591,1.06,3.95,0.0,93.42,94.37,0.0
4.792,1.33,3.94,0.0,93.46,94.1,0.0
4.993,1.75,3.91,0.0,93.56,93.97,0.0
5.243,2.32,3.86,0.0,93.66,93.9,0.0
5.493,3.3,3.82,0.0,93.73,93.73,0.0
5.641,4.65,3.65,0.0,93.71,93.77,0.0
5.847,5.74,3.15,0.0,93.78,93.6,0.0
6.041,5.83,2.74,0.0,93.87,93.57,0.0
6.242,6.01,2.42,0.0,93.9,93.6,0.0
6.494,6.38,2.2,0.0,93.93,93.47,0.0
6.693,6.85,2.06,0.0,93.98,93.4,0.0
6.894,7.18,1.95,0.0,93.99,93.5,0.0
7.093,7.52,1.83,0.0,94.0,93.27,0.0
7.295,7.77,1.74,0.0,94.08,93.3,0.0
7.492,7.99,1.67,0.0,94.02,93.3,0.0
7.796,8.27,1.61,0.0,93.99,93.27,0.0
7.941,8.41,1.55,0.0,94.04,93.24,0.0
8.191,8.5,1.5,0.0,94.06,93.3,0.0
8.341,8.61,1.45,0.0,93.99,93.27,0.0
8.541,8.66,1.41,0.0,94.01,93.17,0.0
8.742,8.73,1.38,0.0,94.09,93.24,0.0
8.992,8.77,1.39,0.0,94.01,93.3,0.0
9.193,8.81,1.37,0.0,94.0,93.3,0.0
9.393,8.85,1.35,0.0,94.04,93.3,0.0
9.593,8.83,1.34,0.0,94.0,93.3,0.0
9.794,8.89,1.35,0.0,94.01,93.4,0.0
9.992,8.9,1.35,0.0,94.06,93.37,0.0
10.245,8.91,1.38,0.0,94.02,93.44,0.0
10.444,8.97,1.37,0.0,94.03,93.5,0.0
10.643,8.88,1.4,0.0,93.97,93.57,0.0
10.843,8.81,1.45,0.0,93.99,93.6,0.0
11.044,8.85,1.48,0.0,94.0,93.77,0.0
11.242,8.84,1.52,0.0,93.95,93.87,0.0
11.493,8.86,1.55,0.0,93.92,93.77,0.0
11.694,8.9,1.56,0.0,93.9,93.97,0.0
11.893,8.93,1.6,0.0,93.91,94.04,0.0
12.093,8.96,1.62,0.0,93.96,94.1,0.0
12.294,8.97,1.63,0.0,93.97,94.17,0.0
12.492,8.95,1.65,0.0,93.92,94.24,0.0
12.743,8.98,1.66,0.0,93.96,94.17,0.0
12.942,8.96,1.68,0.0,93.98,94.27,0.0
13.192,8.97,1.69,0.0,93.97,94.34,0.0
13.341,8.99,1.69,0.0,93.93,94.34,0.0
13.541,9.0,1.7,0.0,93.92,94.3,0.0
13.741,9.02,1.71,0.0,93.95,94.54,0.0
13.992,9.03,1.7,0.0,93.9,94.44,0.0
14.192,8.99,1.7,0.0,93.91,94.44,0.0
14.493,9.02,1.7,0.0,93.92,94.44,0.0
14.592,8.99,1.71,0.0,93.96,94.57,0.0
14.792,9.01,1.72,0.0,93.95,94.47,0.0
14.992,9.06,1.7,0.0,93.89,94.37,0.0
15.243,9.01,1.71,0.0,93.89,94.57,0.0
15.443,9.0,1.7,0.0,93.95,94.47,0.0
15.644,9.02,1.7,0.0,93.97,94.57,0.0
15.843,9.04,1.7,0.0,93.94,94.5,0.0
16.042,9.06,1.71,0.0,93.91,94.44,0.0
16.241,9.04,1.71,0.0,93.91,94.57,0.0
16.493,9.01,1.72,0.0,93.94,94.5,0.0
16.693,9.05,1.72,0.0,93.94,94.71,0.0
16.893,9.06,1.71,0.0,93.9,94.57,0.0
17.094,9.01,1.72,0.0,93.91,94.61,0.0
17.292,9.04,1.71,0.0,93.91,94.64,0.0
17.494,9.03,1.71,0.0,93.96,94.5,0.0
17.744,9.03,1.7,0.0,93.99,94.47,0.0
17.945,9.02,1.71,0.0,94.02,94.5,0.0
18.144,9.04,1.72,0.0,94.06,94.54,0.0
18.341,9.07,1.71,0.0,94.09,94.57,0.0
18.541,9.02,1.7,0.0,94.05,94.47,0.0
18.741,9.02,1.71,0.0,94.07,94.67,0.0
18.991,9.07,1.7,0.0,94.01,94.47,0.0
19.191,9.03,1.7,0.0,94.0,94.47,0.0
19.393,9.02,1.69,0.0,93.98,94.5,0.0
19.594,9.06,1.7,0.0,94.03,94.64,0.0
19.792,9.03,1.7,0.0,93.96,94.57,0.0
