espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,90.0,90.0,0.0
0.151,0.39,2.28,0.0,89.76,89.46,0.0
0.221,0.38,3.46,0.0,89.72,89.46,0.0
0.399,0.36,4.17,0.0,89.71,87.84,0.0
0.596,0.41,4.73,0.0,89.59,85.84,0.0
0.797,0.46,5.14,0.0,89.43,85.52,0.0
0.997,0.49,5.4,0.0,89.3,85.94,0.0
1.247,0.53,5.55,0.0,89.21,86.45,0.0
1.447,0.54,5.74,0.0,89.07,86.87,0.0
1.647,0.57,5.8,0.0,88.93,87.55,0.0
1.847,0.67,5.89,0.0,88.75,88.26,0.0
2.046,0.74,5.91,0.0,88.77,89.2,0.0
2.248,0.77,5.94,0.0,88.6,90.01,0.0
2.447,0.77,6.03,0.0,88.44,90.83,0.0
2.697,0.78,6.06,0.0,88.43,91.52,0.0
2.898,0.77,6.0,0.0,88.34,91.88,0.0
3.098,0.76,5.97,0.0,88.22,92.14,0.0
3.298,0.76,5.99,0.0,88.33,92.48,0.0
3.498,0.8,6.02,0.0,88.29,92.61,0.0
3.748,0.85,6.03,0.0,88.23,92.64,0.0
3.947,0.87,6.03,0.0,88.28,92.57,0.0
4.147,0.9,6.04,0.0,88.37,92.44,0.0
4.346,0.97,6.04,0.0,88.52,92.34,0.0
4.546,1.03,6.01,0.0,88.62,92.28,0.0
4.747,1.12,5.99,0.0,88.69,92.11,0.0
4.947,1.24,5.96,0.0,88.72,91.98,0.0
5.196,1.37,5.99,0.0,88.88,91.78,0.0
5.397,1.48,5.94,0.0,88.99,91.82,0.0
5.597,1.58,5.95,0.0,89.15,91.68,0.0
5.797,1.73,5.96,0.0,89.23,91.59,0.0
6.097,1.88,5.92,0.0,89.34,91.42,0.0
6.247,2.01,5.4,0.0,89.46,91.29,0.0
6.447,1.96,4.64,0.0,89.59,91.09,0.0
6.648,1.8,3.89,0.0,89.65,91.16,0.0
6.847,1.7,3.08,0.0,89.66,91.06,0.0
7.048,1.55,2.4,0.0,89.78,90.93,0.0
7.247,1.45,2.01,0.0,89.93,90.8,0.0
7.498,1.43,1.58,0.0,89.92,90.83,0.0
7.697,1.36,1.23,0.0,90.04,90.7,0.0
7.898,1.29,0.96,0.15,90.05,90.73,0.02
8.098,1.24,0.75,0.23,90.07,90.73,0.06
8.299,1.21,0.58,0.27,90.17,90.73,0.09
8.498,1.18,0.45,0.25,90.24,90.63,0.13
8.697,1.15,0.35,0.32,90.16,90.63,0.19
8.947,1.13,0.27,0.33,90.18,90.57,0.28
9.148,1.1,0.21,0.3,90.17,90.57,0.34
9.346,1.09,0.17,0.32,90.16,90.41,0.4
9.558,1.07,0.13,0.35,90.2,90.5,0.44
9.746,1.05,0.1,0.36,90.23,90.54,0.52
9.946,1.03,0.08,0.32,90.19,90.44,0.58
10.196,1.01,0.06,0.33,90.18,90.41,0.67
10.397,0.99,0.05,0.35,90.23,90.57,0.74
10.597,0.98,0.04,0.31,90.29,90.41,0.81
10.797,0.97,0.03,0.29,90.16,90.5,0.84
10.997,0.95,0.02,0.27,90.04,90.44,0.9
11.2,0.94,0.02,0.33,90.21,90.44,0.97
11.447,0.93,0.01,0.33,90.06,90.41,1.07
11.647,0.92,0.01,0.4,89.98,90.54,1.15
11.846,0.91,0.01,0.4,90.08,90.34,1.23
12.047,0.9,0.01,0.38,90.0,90.44,1.27
12.247,0.89,0.0,0.34,89.91,90.27,1.34
12.447,0.88,0.0,0.32,89.95,90.27,1.4
12.698,0.87,0.0,0.36,89.98,90.31,1.52
12.897,0.86,0.0,0.32,89.9,90.37,1.58
13.097,0.85,0.0,0.3,89.84,90.27,1.64
13.297,0.85,0.0,0.28,89.85,90.31,1.67
13.498,0.84,0.0,0.25,89.83,90.24,1.73
13.697,0.83,0.0,0.22,89.74,90.21,1.77
13.946,0.82,0.0,0.28,89.78,90.41,1.86
14.146,0.82,0.0,0.36,89.76,90.27,1.93
14.346,0.81,0.0,0.32,89.74,90.27,1.99
14.546,0.8,0.0,0.31,89.73,90.31,2.02
14.748,0.8,0.0,0.38,89.73,90.24,2.09
14.95,0.79,0.0,0.29,89.63,90.27,2.15
15.197,0.79,0.0,0.25,89.62,90.27,2.23
15.401,0.78,0.0,0.27,89.58,90.14,2.28
15.597,0.78,0.0,0.25,89.53,90.27,2.33
15.798,0.77,0.0,0.27,89.57,90.18,2.39
15.997,0.77,0.0,0.26,89.65,90.18,2.42
16.197,0.76,0.0,0.18,89.53,90.21,2.46
16.447,0.76,0.0,0.26,89.5,90.08,2.52
16.651,0.75,0.0,0.17,89.57,90.18,2.58
16.847,0.75,0.0,0.15,89.56,90.08,2.61
17.047,0.74,0.0,0.24,89.4,90.11,2.64
17.248,0.74,0.0,0.23,89.4,90.01,2.66
17.449,0.74,0.0,0.21,89.44,90.14,2.7
17.747,0.73,0.0,0.23,89.42,89.98,2.76
17.897,0.73,0.0,0.26,89.41,90.05,2.82
18.099,0.72,0.0,0.23,89.4,90.05,2.86
18.297,0.72,0.0,0.21,89.37,90.01,2.9
18.497,0.72,0.0,0.2,89.3,89.98,2.92
18.702,0.71,0.0,0.18,89.33,89.98,2.96
19.047,0.71,0.0,0.19,89.31,89.88,3.04
19.146,0.7,0.0,0.18,89.28,89.91,3.06
19.346,0.7,0.0,0.16,89.29,89.98,3.1
19.546,0.7,0.0,0.14,89.25,89.95,3.13
19.746,0.69,0.0,0.13,89.22,89.82,3.14
19.946,0.69,0.0,0.12,89.24,89.91,3.16
20.197,0.69,0.0,0.2,89.29,89.82,3.22
20.397,0.68,0.0,0.18,89.22,89.91,3.26
20.597,0.68,0.0,0.16,89.17,89.85,3.3
20.797,0.68,0.0,0.14,89.1,89.95,3.32
20.999,0.67,0.0,0.14,89.19,89.85,3.33
21.196,0.67,0.0,0.23,89.14,89.85,3.37
21.452,0.67,0.0,0.24,89.15,89.72,3.44
21.648,0.67,0.0,0.22,89.11,89.85,3.48
21.847,0.66,0.0,0.2,89.06,89.69,3.52
22.047,0.66,0.0,0.18,89.04,89.79,3.56
22.248,0.65,0.0,0.17,89.07,89.75,3.58
22.447,0.65,0.0,0.15,89.09,89.69,3.62
22.697,0.65,0.0,0.17,89.08,89.75,3.68
22.898,0.65,0.0,0.15,89.04,89.66,3.72
23.097,0.64,0.0,0.14,89.0,89.66,3.74
23.297,0.64,0.0,0.13,88.99,89.72,3.76
23.498,0.64,0.0,0.17,88.96,89.79,3.78
23.697,0.64,0.0,0.15,88.96,89.66,3.81
