espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,88.5,88.5,0.0
0.061,0.11,2.05,0.0,86.97,87.13,0.0
0.18,0.12,3.34,0.0,86.97,87.19,0.0
0.43,0.08,4.39,0.0,86.93,86.0,0.0
0.631,0.15,5.2,0.0,86.85,84.33,0.0
0.83,0.17,5.77,0.0,86.66,84.33,0.0
1.03,0.18,6.15,0.0,86.49,84.46,0.0
1.23,0.32,6.44,0.0,86.32,84.94,0.0
1.43,0.46,6.58,0.0,86.2,85.71,0.0
1.68,0.49,6.76,0.0,86.05,86.58,0.0
1.882,0.57,6.87,0.0,85.86,87.9,0.0
2.08,0.55,6.9,0.0,85.71,88.84,0.0
2.28,0.61,6.96,0.0,85.66,89.52,0.0
2.531,0.64,7.0,0.0,85.65,90.08,0.0
2.679,0.65,7.05,0.0,85.55,90.57,0.0
2.931,0.7,7.07,0.0,85.49,90.63,0.0
3.149,0.72,7.06,0.0,85.48,90.83,0.0
3.329,0.76,7.01,0.0,85.51,90.63,0.0
3.528,0.85,7.04,0.0,85.65,90.54,0.0
3.729,0.93,7.04,0.0,85.72,90.41,0.0
3.928,1.05,6.97,0.0,85.86,90.31,0.0
4.18,1.21,6.98,0.0,85.98,90.14,0.0
4.38,1.35,7.0,0.0,86.1,90.18,0.0
4.58,1.48,6.95,0.0,86.29,90.05,0.0
4.779,1.67,6.9,0.0,86.48,89.98,0.0
5.022,1.9,6.9,0.0,86.66,89.95,0.0
5.178,2.11,6.62,0.0,86.85,89.91,0.0
5.43,2.08,5.9,0.0,87.04,89.88,0.0
5.68,1.92,4.96,0.0,87.22,89.79,0.0
5.829,1.72,4.03,0.0,87.38,89.82,0.0
6.03,1.61,3.21,0.0,87.53,89.66,0.0
6.231,1.48,2.51,0.0,87.68,89.72,0.0
6.431,1.43,2.09,0.1,87.78,89.62,0.01
6.68,1.38,1.64,0.33,87.9,89.59,0.08
6.981,1.31,1.28,0.39,87.96,89.49,0.16
7.081,1.25,0.99,0.42,88.08,89.52,0.2
7.28,1.2,0.77,0.43,88.21,89.46,0.28
7.481,1.17,0.6,0.44,88.23,89.49,0.37
7.678,1.14,0.47,0.49,88.31,89.33,0.47
7.933,1.12,0.36,0.51,88.37,89.36,0.63
8.129,1.09,0.28,0.53,88.38,89.43,0.68
