espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,87.0,87.0,0.0
0.031,0.14,1.94,0.0,86.31,86.45,0.0
0.136,0.09,1.56,0.0,86.25,86.23,0.0
0.337,0.07,1.22,0.0,86.18,85.23,0.0
0.637,0.09,0.95,0.0,86.13,83.41,0.0
0.787,0.13,0.74,0.0,85.92,83.47,0.0
1.037,0.07,0.57,0.0,85.76,84.05,0.0
1.29,0.05,0.45,0.0,85.67,84.59,0.0
1.436,0.1,0.35,0.0,85.59,85.17,0.0
1.737,0.08,0.27,0.0,85.5,85.91,0.0
1.838,0.06,0.21,0.0,85.44,86.52,0.0
2.137,0.07,0.16,0.0,85.26,87.22,0.0
2.236,0.06,0.19,0.0,85.22,88.0,0.0
2.438,0.01,0.92,0.0,85.16,88.39,0.0
2.637,0.0,1.98,0.0,85.15,88.55,0.0
2.937,0.01,2.77,0.0,85.11,88.45,0.0
3.137,0.02,2.85,0.0,85.01,88.23,0.0
3.387,0.04,2.59,0.0,85.0,88.39,0.0
3.486,0.03,2.27,0.0,85.01,88.65,0.0
3.686,0.04,2.01,0.0,84.94,88.84,0.0
3.886,0.01,1.68,0.0,84.88,88.61,0.0
4.086,0.06,1.31,0.0,84.92,88.16,0.0
4.387,0.07,1.02,0.0,84.92,87.64,0.0
4.687,0.0,0.95,0.0,84.86,87.42,0.0
4.788,0.01,0.77,0.0,84.87,87.26,0.0
4.986,0.0,0.6,0.0,84.95,87.32,0.0
5.136,0.01,0.47,0.0,84.92,87.29,0.0
5.339,0.05,0.36,0.0,84.98,87.35,0.0
5.637,0.03,0.28,0.0,85.13,87.64,0.0
5.888,0.04,0.22,0.0,85.13,88.06,0.0
5.987,0.05,0.17,0.0,85.08,88.45,0.0
6.187,0.05,0.13,0.0,85.11,88.88,0.0
6.437,0.05,0.1,0.0,85.23,89.2,0.0
6.738,0.06,0.08,0.0,85.26,89.75,0.0
6.836,0.05,0.06,0.0,85.34,89.95,0.0
7.037,0.05,0.05,0.0,85.35,90.34,0.0
7.288,0.04,0.04,0.0,85.4,90.5,0.0
7.487,0.02,0.03,0.0,85.47,90.7,0.0
7.686,0.02,0.02,0.0,85.48,90.83,0.0
7.887,0.04,0.02,0.0,85.48,91.09,0.0
8.089,0.03,0.01,0.0,85.58,91.09,0.0
8.287,0.01,0.01,0.0,85.63,91.52,0.0
8.486,0.0,0.01,0.0,85.7,91.49,0.0
8.686,0.0,0.01,0.0,85.68,91.62,0.0
8.887,0.0,0.01,0.0,85.75,91.45,0.0
9.086,0.0,0.0,0.0,85.78,91.78,0.0
9.387,0.01,0.0,0.0,85.85,91.59,0.0
9.587,0.0,0.0,0.0,85.89,92.01,0.0
9.837,0.0,0.0,0.0,85.86,92.28,0.0
9.936,0.0,0.0,0.0,85.86,92.25,0.0
10.137,0.0,0.0,0.0,85.94,92.01,0.0
10.337,0.0,0.0,0.0,86.0,91.95,0.0
10.637,0.0,0.0,0.0,86.02,91.75,0.0
10.837,0.0,0.0,0.0,86.02,91.45,0.0
11.038,0.0,0.0,0.0,85.99,91.12,0.0
11.237,0.0,0.0,0.0,86.04,90.8,0.0
11.438,0.0,0.0,0.0,86.08,90.37,0.0
11.636,0.0,0.0,0.0,86.0,90.05,0.0
11.837,0.0,0.0,0.0,86.02,89.75,0.0
12.038,0.0,0.0,0.0,86.13,89.49,0.0
12.287,0.0,0.0,0.0,86.13,89.39,0.0
12.487,0.0,0.0,0.0,86.11,89.17,0.0
12.688,0.0,0.0,0.0,86.11,88.91,0.0
12.887,0.0,0.0,0.0,86.21,88.88,0.0
