espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,90.0,90.0,0.0
0.156,0.19,2.27,0.0,88.71,88.78,0.0
0.219,0.18,3.45,0.0,88.64,88.71,0.0
0.405,0.2,4.2,0.0,88.55,87.0,0.0
0.606,0.27,4.74,0.0,88.38,85.45,0.0
0.856,0.27,5.12,0.0,88.2,85.42,0.0
1.005,0.27,5.4,0.0,88.04,85.84,0.0
1.256,0.31,5.54,0.0,87.79,86.29,0.0
1.456,0.37,5.71,0.0,87.69,87.03,0.0
1.656,0.46,5.86,0.0,87.57,87.68,0.0
1.856,0.55,5.94,0.0,87.4,88.58,0.0
2.156,0.56,6.0,0.0,87.33,89.62,0.0
2.257,0.58,6.01,0.0,87.27,90.5,0.0
2.507,0.58,6.03,0.0,87.17,91.39,0.0
2.706,0.6,6.04,0.0,87.08,91.85,0.0
2.907,0.62,6.03,0.0,87.09,92.21,0.0
3.108,0.64,5.97,0.0,87.1,92.57,0.0
3.307,0.68,6.04,0.0,87.13,92.61,0.0
3.506,0.72,5.93,0.0,87.16,92.64,0.0
3.756,0.76,5.98,0.0,87.16,92.61,0.0
3.956,0.86,6.0,0.0,87.27,92.61,0.0
4.155,0.92,6.01,0.0,87.47,92.54,0.0
4.356,0.99,6.0,0.0,87.55,92.74,0.0
4.557,1.08,6.01,0.0,87.63,92.51,0.0
4.805,1.18,5.99,0.0,87.82,92.34,0.0
5.006,1.28,5.96,0.0,87.94,92.18,0.0
5.206,1.4,5.97,0.0,88.13,92.11,0.0
5.407,1.52,5.97,0.0,88.29,91.95,0.0
5.61,1.7,5.94,0.0,88.44,91.75,0.0
5.894,1.88,5.85,0.0,88.58,91.65,0.0
6.007,2.08,5.37,0.0,88.71,91.62,0.0
6.256,1.99,4.6,0.0,88.83,91.45,0.0
6.456,1.84,3.72,0.0,88.97,91.42,0.0
6.656,1.67,3.13,0.1,89.1,91.36,0.01
6.859,1.6,2.49,0.14,89.25,91.22,0.03
7.055,1.45,1.94,0.18,89.37,91.26,0.07
7.256,1.35,1.51,0.21,89.47,91.16,0.11
7.506,1.27,1.17,0.38,89.55,90.99,0.18
7.706,1.22,0.91,0.44,89.61,91.09,0.27
7.907,1.17,0.71,0.4,89.69,91.03,0.35
8.113,1.13,0.55,0.55,89.67,91.06,0.46
8.307,1.09,0.43,0.5,89.76,90.96,0.56
8.556,1.06,0.33,0.5,89.84,91.06,0.66
8.757,1.04,0.26,0.55,89.87,90.96,0.76
8.955,1.02,0.2,0.49,89.89,90.83,0.86
9.16,1.0,0.16,0.54,89.93,90.93,0.96
9.355,0.98,0.12,0.54,89.97,91.03,1.07
9.555,0.95,0.1,0.58,89.96,90.73,1.19
9.805,0.94,0.07,0.58,90.0,90.83,1.31
10.005,0.92,0.06,0.57,89.95,90.89,1.42
10.206,0.91,0.04,0.56,89.91,90.86,1.53
10.408,0.89,0.03,0.56,89.94,90.73,1.64
10.606,0.88,0.03,0.5,89.99,90.86,1.74
10.856,0.87,0.02,0.5,89.88,90.67,1.84
11.106,0.86,0.02,0.48,89.88,90.63,1.99
11.255,0.85,0.01,0.5,89.92,90.67,2.04
11.456,0.84,0.01,0.5,89.87,90.8,2.15
11.656,0.83,0.01,0.45,89.77,90.63,2.25
11.857,0.82,0.01,0.45,89.75,90.77,2.34
12.056,0.81,0.0,0.41,89.76,90.67,2.42
12.256,0.8,0.0,0.47,89.79,90.77,2.51
12.506,0.8,0.0,0.38,89.78,90.6,2.59
12.706,0.79,0.0,0.34,89.74,90.73,2.66
12.907,0.78,0.0,0.3,89.67,90.54,2.72
13.108,0.78,0.0,0.38,89.65,90.67,2.79
13.307,0.77,0.0,0.34,89.68,90.7,2.86
13.506,0.76,0.0,0.35,89.7,90.6,2.94
13.756,0.76,0.0,0.36,89.54,90.7,3.01
13.956,0.75,0.0,0.37,89.57,90.67,3.09
14.162,0.75,0.0,0.34,89.61,90.67,3.16
14.356,0.74,0.0,0.31,89.59,90.63,3.22
14.605,0.73,0.0,0.27,89.59,90.44,3.28
14.755,0.73,0.0,0.25,89.53,90.47,3.33
15.005,0.73,0.0,0.32,89.49,90.57,3.39
15.205,0.72,0.0,0.29,89.49,90.54,3.45
15.406,0.73,0.0,0.26,89.48,90.47,3.51
15.605,0.74,0.0,0.23,89.46,90.47,3.55
15.807,0.73,0.0,0.26,89.53,90.47,3.6
16.006,0.73,0.0,0.24,89.53,90.5,3.64
16.256,0.73,0.0,0.22,89.48,90.5,3.68
16.456,0.72,0.0,0.2,89.38,90.54,3.72
16.657,0.72,0.0,0.28,89.45,90.5,3.77
16.858,0.72,0.0,0.3,89.39,90.44,3.83
17.056,0.72,0.0,0.22,89.39,90.41,3.88
17.256,0.73,0.0,0.2,89.37,90.34,3.92
17.506,0.72,0.0,0.18,89.38,90.41,3.96
17.706,0.72,0.0,0.21,89.41,90.44,4.0
17.906,0.72,0.0,0.29,89.29,90.34,4.06
18.107,0.71,0.0,0.21,89.32,90.41,4.1
18.306,0.71,0.0,0.19,89.34,90.27,4.14
18.506,0.71,0.0,0.17,89.34,90.34,4.18
18.756,0.7,0.0,0.16,89.37,90.44,4.2
18.958,0.7,0.0,0.24,89.33,90.44,4.24
19.16,0.7,0.0,0.22,89.28,90.37,4.28
19.362,0.7,0.0,0.15,89.24,90.34,4.32
19.557,0.7,0.0,0.14,89.24,90.34,4.34
19.755,0.69,0.0,0.13,89.21,90.27,4.36
20.055,0.69,0.0,0.11,89.23,90.24,4.39
20.205,0.68,0.0,0.21,89.3,90.34,4.41
20.405,0.68,0.0,0.24,89.26,90.31,4.45
20.607,0.68,0.0,0.21,89.21,90.21,4.49
20.806,0.68,0.0,0.19,89.14,90.24,4.53
21.011,0.67,0.0,0.18,89.16,90.21,4.57
21.356,0.67,0.0,0.14,89.14,90.14,4.62
21.461,0.67,0.0,0.14,89.12,90.21,4.63
21.656,0.66,0.0,0.13,89.14,90.14,4.65
21.856,0.66,0.0,0.12,89.14,90.21,4.67
22.057,0.66,0.0,0.2,89.04,90.05,4.71
22.257,0.66,0.0,0.18,89.04,90.27,4.75
22.506,0.65,0.0,0.16,89.07,90.11,4.79
22.706,0.65,0.0,0.14,89.04,90.08,4.82
22.907,0.65,0.0,0.13,89.06,90.01,4.84
23.107,0.65,0.0,0.12,89.09,90.18,4.86
23.306,0.64,0.0,0.11,89.09,90.01,4.88
23.506,0.64,0.0,0.15,88.98,90.21,4.92
23.756,0.64,0.0,0.14,88.97,90.05,4.94
23.956,0.64,0.0,0.13,88.99,90.05,4.96
24.155,0.63,0.0,0.21,88.97,90.08,5.0
24.355,0.63,0.0,0.14,88.93,90.08,5.03
24.558,0.63,0.0,0.13,88.93,90.08,5.05
24.757,0.63,0.0,0.12,88.91,89.88,5.07
25.005,0.63,0.0,0.11,88.91,89.95,5.09
25.256,0.62,0.0,0.19,88.87,89.88,5.13
25.405,0.62,0.0,0.19,88.88,89.95,5.15
25.606,0.62,0.0,0.16,88.84,90.01,5.19
25.807,0.62,0.0,0.14,88.88,89.88,5.22
26.007,0.61,0.0,0.14,88.81,89.95,5.24
26.256,0.61,0.0,0.13,88.72,89.75,5.26
26.456,0.61,0.0,0.11,88.77,89.88,5.28
26.656,0.61,0.0,0.11,88.77,89.85,5.3
26.857,0.61,0.0,0.1,88.82,89.85,5.32
27.056,0.61,0.0,0.08,88.76,89.79,5.34
27.258,0.61,0.0,0.08,88.82,89.79,5.36
27.506,0.6,0.0,0.11,88.72,89.72,5.38
27.755,0.6,0.0,0.1,88.67,89.75,5.41
27.905,0.6,0.0,0.1,88.65,89.75,5.42
28.106,0.6,0.0,0.08,88.66,89.72,5.44
28.306,0.59,0.0,0.08,88.74,89.69,5.46
28.506,0.59,0.0,0.11,88.71,89.66,5.48
28.757,0.59,0.0,0.14,88.6,89.72,5.52
29.006,0.59,0.0,0.13,88.63,89.75,5.54
29.155,0.59,0.0,0.13,88.62,89.59,5.55
29.355,0.58,0.0,0.12,88.63,89.59,5.57
29.555,0.58,0.0,0.11,88.65,89.66,5.59
29.755,0.58,0.0,0.1,88.61,89.62,5.61
30.005,0.58,0.0,0.08,88.64,89.66,5.64
30.306,0.58,0.0,0.12,88.54,89.49,5.66
30.42,0.57,0.0,0.12,88.48,89.49,5.67
30.606,0.57,0.0,0.11,88.5,89.43,5.69
30.805,0.57,0.0,0.1,88.57,89.39,5.71
31.057,0.57,0.0,0.08,88.51,89.43,5.74
31.255,0.57,0.0,0.07,88.58,89.46,5.76
31.456,0.57,0.0,0.07,88.59,89.49,5.77
31.657,0.56,0.0,0.06,88.46,89.36,5.79
31.855,0.56,0.0,0.05,88.43,89.33,5.8
32.06,0.56,0.0,0.14,88.47,89.36,5.82
32.256,0.56,0.0,0.14,88.44,89.46,5.84
32.556,0.56,0.0,0.07,88.42,89.46,5.87
32.705,0.56,0.0,0.06,88.42,89.39,5.88
32.906,0.56,0.0,0.06,88.41,89.3,5.9
33.108,0.56,0.0,0.05,88.41,89.36,5.91
33.305,0.55,0.0,0.05,88.45,89.3,5.91
33.506,0.55,0.0,0.05,88.32,89.43,5.91
33.756,0.55,0.0,0.14,88.34,89.33,5.94
33.956,0.55,0.0,0.13,88.37,89.36,5.96
34.157,0.55,0.0,0.13,88.33,89.23,5.96
34.356,0.55,0.0,0.11,88.32,89.23,5.99
34.555,0.55,0.0,0.1,88.31,89.27,6.01
