espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,87.0,87.0,0.0
0.044,0.11,1.97,0.0,86.36,86.1,0.0
0.242,0.11,1.8,0.0,86.34,86.2,0.0
0.444,0.1,1.42,0.0,86.3,85.13,0.0
0.644,0.05,1.1,0.0,86.28,83.15,0.0
0.843,0.08,0.86,0.0,86.11,82.32,0.0
1.044,0.07,0.67,0.0,85.93,82.64,0.0
1.243,0.08,0.52,0.0,85.77,83.25,0.0
1.493,0.08,0.4,0.0,85.69,84.11,0.0
1.692,0.03,0.31,0.0,85.54,84.81,0.0
1.892,0.03,0.42,0.0,85.47,85.58,0.0
2.092,0.01,0.95,0.0,85.47,85.91,0.0
2.292,0.01,1.42,0.0,85.35,86.32,0.0
2.492,0.02,1.9,0.0,85.35,86.39,0.0
2.742,0.01,2.61,0.0,85.26,86.39,0.0
2.942,0.02,3.18,0.0,85.22,86.58,0.0
3.163,0.05,3.58,0.0,85.26,86.93,0.0
3.342,0.1,3.47,0.0,85.29,87.42,0.0
3.544,0.08,3.07,0.0,85.3,87.64,0.0
3.744,0.07,2.68,0.0,85.22,87.55,0.0
3.992,0.06,2.3,0.0,85.28,87.29,0.0
4.193,0.05,1.8,0.0,85.31,87.16,0.0
4.392,0.04,1.4,0.0,85.29,87.0,0.0
4.592,0.01,1.09,0.0,85.3,87.22,0.0
4.792,0.07,1.0,0.0,85.44,87.42,0.0
4.993,0.06,0.81,0.0,85.42,87.84,0.0
5.244,0.01,0.63,0.0,85.51,87.96,0.0
5.444,0.03,0.49,0.0,85.57,88.29,0.0
5.644,0.04,0.38,0.0,85.66,88.48,0.0
5.844,0.03,0.3,0.0,85.68,88.78,0.0
6.045,0.02,0.23,0.0,85.75,89.04,0.0
6.244,0.04,0.18,0.0,85.79,89.07,0.0
6.494,0.06,0.14,0.0,85.88,89.43,0.0
6.694,0.05,0.11,0.0,85.89,89.75,0.0
6.894,0.03,0.08,0.0,86.02,90.24,0.0
7.146,0.04,0.07,0.0,86.08,90.44,0.0
7.294,0.07,0.05,0.0,86.03,90.63,0.0
7.492,0.07,0.04,0.0,86.01,90.99,0.0
7.742,0.04,0.03,0.0,86.07,91.36,0.0
7.944,0.03,0.02,0.0,86.13,91.52,0.0
8.142,0.05,0.02,0.0,86.16,91.62,0.0
8.457,0.03,0.01,0.0,86.22,91.65,0.0
8.542,0.03,0.01,0.0,86.24,91.78,0.0
8.743,0.06,0.01,0.0,86.27,91.78,0.0
8.993,0.02,0.01,0.0,86.29,91.68,0.0
9.193,0.01,0.01,0.0,86.39,91.72,0.0
9.392,0.06,0.0,0.0,86.44,91.72,0.0
9.592,0.08,0.0,0.0,86.41,91.95,0.0
9.794,0.04,0.0,0.0,86.48,92.05,0.0
9.993,0.01,0.0,0.0,86.47,92.28,0.0
10.244,0.01,0.0,0.0,86.52,92.18,0.0
10.444,0.02,0.0,0.0,86.59,92.25,0.0
10.645,0.0,0.0,0.0,86.57,91.88,0.0
10.843,0.0,0.0,0.0,86.57,91.72,0.0
11.043,0.0,0.0,0.0,86.7,91.26,0.0
11.243,0.0,0.0,0.0,86.7,90.83,0.0
11.492,0.0,0.0,0.0,86.63,90.31,0.0
11.693,0.0,0.0,0.0,86.72,89.95,0.0
11.893,0.0,0.0,0.0,86.81,89.59,0.0
12.093,0.0,0.0,0.0,86.74,89.3,0.0
12.292,0.0,0.0,0.0,86.72,89.04,0.0
12.495,0.0,0.0,0.0,86.75,88.84,0.0
12.744,0.0,0.0,0.0,86.73,88.68,0.0
12.944,0.0,0.0,0.0,86.72,88.52,0.0
13.144,0.0,0.01,0.0,86.81,88.61,0.0
13.344,0.0,0.31,0.0,86.74,88.52,0.0
13.544,0.0,0.88,0.0,86.7,88.52,0.0
13.743,0.0,1.45,0.0,86.7,88.26,0.0
13.994,0.02,1.89,0.0,86.67,88.32,0.0
14.195,0.05,2.37,0.0,86.59,88.29,0.0
14.395,0.08,2.77,0.0,86.58,88.32,0.0
