espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,89.0,89.0,0.0
0.043,0.0,0.48,0.0,83.77,87.07,0.0
0.21,0.0,1.42,0.0,83.94,87.26,0.0
0.438,0.0,2.06,0.0,83.98,87.26,0.0
0.615,0.01,2.59,0.0,83.95,87.0,0.0
0.844,0.01,3.03,0.0,83.99,86.55,0.0
1.066,0.01,3.26,0.0,84.05,86.13,0.0
1.249,0.01,3.5,0.0,84.0,83.91,0.0
1.475,0.05,3.66,0.0,84.02,81.77,0.0
1.698,0.08,3.77,0.0,84.09,80.24,0.0
1.876,0.13,3.85,0.0,84.12,79.54,0.0
2.104,0.23,3.93,0.0,84.24,79.47,0.0
2.282,0.44,3.93,0.0,84.39,79.95,0.0
2.508,0.41,3.97,0.0,84.54,80.43,0.0
2.734,0.33,3.98,0.0,84.6,81.16,0.0
3.005,0.4,4.0,0.0,84.71,81.77,0.0
3.136,0.43,3.99,0.0,84.8,82.44,0.0
3.362,0.5,4.02,0.0,84.88,83.18,0.0
3.541,0.52,3.99,0.0,84.96,83.91,0.0
3.766,0.5,4.01,0.0,85.05,84.75,0.0
3.991,0.53,4.01,0.0,85.15,85.62,0.0
4.17,0.57,3.99,0.0,85.35,86.42,0.0
4.396,0.58,4.01,0.0,85.44,87.2,0.0
4.576,0.59,4.06,0.0,85.5,87.84,0.0
4.801,0.62,4.01,0.0,85.7,88.39,0.0
5.029,0.62,4.0,0.0,85.91,89.14,0.0
5.205,0.64,4.03,0.0,86.08,89.57,0.0
5.431,0.66,3.96,0.0,86.21,90.19,0.0
5.612,0.66,4.04,0.0,86.41,90.52,0.0
5.839,0.7,4.05,0.0,86.68,90.98,0.0
6.064,0.72,4.0,0.0,86.84,91.21,0.0
6.242,0.74,4.04,0.0,87.02,91.5,0.0
6.467,0.8,3.98,0.0,87.25,91.8,0.0
6.697,0.83,4.03,0.0,87.43,91.93,0.0
6.87,0.87,4.06,0.0,87.61,92.16,0.0
7.1,0.93,4.06,0.0,87.76,92.36,0.0
7.323,0.95,4.05,0.0,87.88,92.46,0.0
7.507,0.97,4.04,0.0,88.01,92.43,0.0
7.727,0.99,4.01,0.0,88.13,92.53,0.0
7.905,1.0,4.0,0.0,88.35,92.56,0.0
8.135,1.05,4.06,0.0,88.5,92.36,0.0
8.359,1.09,4.01,0.0,88.57,92.2,0.0
8.536,1.13,4.02,0.0,88.71,91.96,0.0
8.764,1.19,3.97,0.0,88.78,91.87,0.0
8.986,1.28,3.91,0.0,88.84,91.64,0.0
9.168,1.35,3.97,0.0,88.91,91.54,0.0
9.396,1.42,3.94,0.0,88.99,91.37,0.0
9.57,1.54,3.92,0.0,89.07,91.37,0.0
9.797,1.67,3.94,0.0,89.16,91.37,0.0
10.024,1.76,3.98,0.0,89.12,91.3,0.0
10.2,1.88,4.0,0.0,89.19,91.3,0.0
10.428,2.05,3.97,0.05,89.2,91.44,0.01
10.656,2.22,3.83,0.24,89.21,91.57,0.05
10.836,2.24,3.45,0.31,89.18,91.67,0.12
11.06,2.09,2.9,0.44,89.23,91.64,0.16
11.328,1.93,2.39,0.52,89.23,91.64,0.21
11.46,1.81,1.92,0.63,89.23,91.73,0.4
11.69,1.65,1.5,0.82,89.26,91.67,0.55
11.958,1.51,1.17,0.93,89.29,91.64,0.64
12.093,1.4,0.91,0.8,89.2,91.7,0.88
12.318,1.31,0.71,0.96,89.16,91.57,0.98
12.513,1.24,0.58,0.87,89.15,91.57,1.26
12.723,1.21,0.54,0.87,89.14,91.54,1.26
12.908,1.18,0.43,0.93,89.13,91.37,1.54
13.127,1.13,0.34,0.98,89.12,91.41,1.84
13.356,1.07,0.26,0.99,89.05,91.3,2.03
13.532,1.01,0.2,0.94,89.04,91.3,2.22
13.766,0.98,0.16,0.95,89.0,91.11,2.4
13.982,0.95,0.12,0.91,88.99,91.11,2.67
14.163,0.91,0.1,0.91,88.95,91.07,2.76
14.388,0.88,0.07,0.87,88.9,91.04,2.94
14.616,0.85,0.06,0.83,88.89,91.07,3.02
14.796,0.82,0.04,0.81,88.92,91.14,3.26
15.03,0.79,0.03,0.82,88.8,91.01,3.34
15.195,0.77,0.03,0.84,88.79,90.95,3.51
15.424,0.75,0.02,0.82,88.82,90.95,3.75
15.649,0.74,0.02,0.75,88.78,90.78,3.98
15.827,0.72,0.01,0.71,88.71,90.95,4.05
16.063,0.7,0.01,0.74,88.66,90.84,4.19
16.323,0.68,0.01,0.72,88.7,90.75,4.34
16.456,0.67,0.01,0.64,88.57,90.78,4.47
16.683,0.65,0.0,0.65,88.59,90.68,4.66
16.862,0.64,0.0,0.67,88.57,90.62,4.73
17.097,0.62,0.0,0.6,88.49,90.65,4.86
17.316,0.61,0.0,0.61,88.44,90.62,5.05
17.494,0.6,0.0,0.58,88.41,90.55,5.11
17.716,0.59,0.0,0.54,88.4,90.48,5.16
17.943,0.58,0.0,0.61,88.43,90.35,5.33
18.12,0.56,0.0,0.51,88.32,90.45,5.44
18.349,0.55,0.0,0.53,88.29,90.45,5.6
18.575,0.54,0.0,0.5,88.28,90.25,5.65
18.755,0.54,0.0,0.47,88.22,90.35,5.7
18.978,0.53,0.0,0.45,88.24,90.19,5.84
19.157,0.52,0.0,0.51,88.24,90.19,5.94
19.384,0.51,0.0,0.39,88.16,90.19,6.06
19.654,0.51,0.0,0.47,88.15,90.12,6.11
19.785,0.5,0.0,0.43,88.21,90.06,6.19
20.015,0.49,0.0,0.43,88.11,89.96,6.27
20.236,0.48,0.0,0.4,88.05,89.99,6.35
20.419,0.48,0.0,0.4,88.04,89.89,6.35
20.64,0.47,0.0,0.36,88.02,89.96,6.52
20.916,0.47,0.0,0.42,88.04,89.89,6.6
21.052,0.46,0.0,0.36,88.03,89.77,6.72
21.273,0.46,0.0,0.39,88.02,89.8,6.76
21.454,0.45,0.0,0.37,87.91,89.83,6.8
21.678,0.45,0.0,0.32,87.93,89.6,6.89
21.904,0.44,0.0,0.34,87.96,89.57,6.96
22.082,0.44,0.0,0.39,87.9,89.54,7.06
22.306,0.44,0.0,0.37,87.92,89.54,7.1
22.486,0.43,0.0,0.29,87.88,89.47,7.16
22.714,0.43,0.0,0.35,87.88,89.41,7.23
22.937,0.42,0.0,0.35,87.84,89.31,7.23
23.116,0.42,0.0,0.32,87.85,89.21,7.38
23.344,0.41,0.0,0.31,87.79,89.18,7.41
23.575,0.41,0.0,0.28,87.78,89.18,7.47
23.748,0.41,0.0,0.29,87.73,88.95,7.56
23.974,0.4,0.0,0.27,87.75,89.05,7.59
24.154,0.4,0.0,0.27,87.72,89.05,7.68
24.378,0.39,0.0,0.26,87.71,88.82,7.71
24.646,0.39,0.0,0.34,87.65,88.92,7.76
24.78,0.38,0.0,0.24,87.65,88.75,7.84
25.009,0.38,0.0,0.23,87.63,88.72,7.86
25.234,0.37,0.0,0.24,87.59,88.82,7.94
25.413,0.37,0.0,0.23,87.61,88.69,7.96
25.638,0.37,0.0,0.31,87.6,88.82,8.01
25.862,0.36,0.0,0.22,87.62,88.79,8.08
26.042,0.36,0.0,0.21,87.52,88.72,8.1
26.268,0.36,0.0,0.28,87.55,88.56,8.16
26.447,0.36,0.0,0.25,87.49,88.62,8.22
26.675,0.35,0.0,0.27,87.47,88.49,8.3
26.898,0.35,0.0,0.24,87.47,88.53,8.35
27.075,0.34,0.0,0.27,87.44,88.53,8.38
27.304,0.34,0.0,0.24,87.48,88.56,8.43
27.529,0.33,0.0,0.17,87.47,88.43,8.49
27.706,0.33,0.0,0.26,87.42,88.49,8.52
27.936,0.33,0.0,0.22,87.41,88.43,8.58
28.11,0.33,0.0,0.21,87.43,88.43,8.6
28.337,0.32,0.0,0.24,87.42,88.46,8.64
28.61,0.32,0.0,0.21,87.31,88.43,8.7
28.74,0.32,0.0,0.2,87.39,88.46,8.72
28.967,0.31,0.0,0.23,87.31,88.53,8.76
29.196,0.31,0.0,0.21,87.25,88.39,8.8
29.375,0.3,0.0,0.21,87.28,88.46,8.8
29.598,0.3,0.0,0.21,87.31,88.53,8.9
29.776,0.3,0.0,0.2,87.26,88.46,8.92
30.004,0.29,0.0,0.19,87.21,88.33,8.94
30.226,0.29,0.0,0.2,87.24,88.49,9.02
30.408,0.29,0.0,0.19,87.24,88.39,9.04
30.635,0.29,0.0,0.21,87.21,88.46,9.1
30.856,0.28,0.0,0.2,87.21,88.39,9.12
31.035,0.28,0.0,0.18,87.19,88.46,9.16
31.264,0.28,0.0,0.2,87.13,88.39,9.22
31.44,0.27,0.0,0.19,87.1,88.36,9.24
31.668,0.27,0.0,0.18,87.14,88.36,9.26
31.897,0.27,0.0,0.16,87.04,88.49,9.3
32.074,0.27,0.0,0.18,87.04,88.39,9.36
32.299,0.27,0.0,0.15,87.1,88.39,9.42
32.526,0.26,0.0,0.14,87.07,88.46,9.43
32.701,0.26,0.0,0.13,87.1,88.36,9.45
32.928,0.26,0.0,0.12,87.07,88.36,9.47
33.155,0.26,0.0,0.21,87.05,88.3,9.51
33.333,0.25,0.0,0.18,87.02,88.39,9.57
33.559,0.25,0.0,0.17,86.94,88.39,9.59
33.735,0.25,0.0,0.14,86.96,88.36,9.62
33.962,0.25,0.0,0.13,86.95,88.36,9.65
34.188,0.24,0.0,0.13,86.97,88.27,9.66
34.365,0.24,0.0,0.12,86.92,88.33,9.67
34.594,0.24,0.0,0.2,86.97,88.39,9.73
34.816,0.24,0.0,0.18,86.9,88.27,9.77
34.995,0.23,0.0,0.14,86.88,88.27,9.82
35.22,0.23,0.0,0.19,86.94,88.27,9.84
