espresso_elapsed,espresso_pressure,espresso_flow,espresso_flow_weight,espresso_temperature_basket,espresso_temperature_mix,espresso_weight
0.0,0.0,0.0,0.0,90.0,90.0,0.0
0.134,0.13,2.66,0.0,88.5,87.9,0.0
0.174,0.13,3.66,0.0,88.44,87.68,0.0
0.347,0.15,4.29,0.0,88.31,86.84,0.0
0.546,0.19,4.78,0.0,88.05,86.45,0.0
0.796,0.2,5.14,0.0,87.82,86.74,0.0
0.997,0.21,5.39,0.0,87.59,87.35,0.0
1.197,0.25,5.6,0.0,87.28,87.74,0.0
1.396,0.35,5.74,0.0,87.1,88.36,0.0
1.596,0.44,5.86,0.0,86.93,89.1,0.0
1.796,0.5,5.89,0.0,86.83,89.75,0.0
2.046,0.51,5.93,0.0,86.68,90.6,0.0
2.247,0.56,5.99,0.0,86.6,91.29,0.0
2.447,0.61,6.02,0.0,86.61,91.82,0.0
2.647,0.63,6.08,0.0,86.56,92.21,0.0
2.847,0.66,6.09,0.0,86.53,92.44,0.0
3.051,0.7,6.01,0.0,86.63,92.68,0.0
3.296,0.75,6.04,0.0,86.61,92.68,0.0
3.497,0.82,6.04,0.0,86.72,92.61,0.0
3.695,0.89,5.98,0.0,86.9,92.38,0.0
3.897,0.98,6.04,0.0,87.0,92.25,0.0
4.097,1.1,5.96,0.0,87.1,92.08,0.0
4.295,1.22,6.05,0.0,87.28,92.05,0.0
4.55,1.35,5.96,0.0,87.49,91.95,0.0
4.799,1.52,5.94,0.0,87.61,91.98,0.0
4.953,1.72,5.91,0.0,87.76,91.59,0.0
5.147,1.92,5.92,0.0,87.94,91.65,0.0
5.431,2.17,5.77,0.0,88.08,91.45,0.0
5.545,2.41,5.28,0.0,88.28,91.49,0.0
5.796,2.39,4.53,0.0,88.4,91.39,0.0
5.997,2.28,3.65,0.0,88.54,91.36,0.0
6.197,2.11,3.03,0.0,88.72,91.22,0.0
6.397,2.06,2.45,0.0,88.8,91.26,0.0
6.598,1.98,1.91,0.0,88.87,91.19,0.0
6.795,1.86,1.49,0.0,89.01,91.26,0.0
7.095,1.8,1.16,0.0,89.14,91.06,0.0
7.245,1.74,0.9,0.0,89.23,90.99,0.0
7.446,1.69,0.7,0.0,89.26,90.89,0.0
7.647,1.65,0.54,0.0,89.35,90.99,0.0
7.846,1.61,0.42,0.0,89.4,90.96,0.0
8.046,1.58,0.33,0.0,89.41,91.03,0.0
8.396,1.55,0.26,0.0,89.48,90.96,0.0
8.495,1.52,0.2,0.0,89.48,91.03,0.0
8.698,1.5,0.16,0.0,89.43,90.93,0.0
8.897,1.48,0.12,0.0,89.51,91.03,0.0
9.096,1.46,0.09,0.0,89.57,90.86,0.0
9.296,1.45,0.07,0.0,89.59,90.93,0.0
9.547,1.43,0.06,0.0,89.59,90.83,0.0
9.753,1.41,0.04,0.0,89.56,90.89,0.0
9.956,1.4,0.03,0.0,89.56,90.89,0.0
10.152,1.38,0.03,0.0,89.48,90.77,0.0
10.35,1.37,0.02,0.0,89.51,90.8,0.0
10.547,1.36,0.02,0.0,89.52,90.7,0.0
10.797,1.35,0.01,0.0,89.47,90.7,0.0
11.0,1.34,0.01,0.05,89.5,90.86,0.01
11.203,1.33,0.01,0.05,89.5,90.83,0.01
11.398,1.32,0.01,0.05,89.43,90.73,0.01
11.597,1.31,0.0,0.05,89.38,90.73,0.01
11.846,1.3,0.0,0.05,89.41,90.67,0.01
12.045,1.3,0.0,0.05,89.45,90.63,0.01
12.245,1.29,0.0,0.05,89.34,90.73,0.01
12.446,1.28,0.0,0.05,89.34,90.7,0.01
12.646,1.27,0.0,0.05,89.31,90.67,0.01
12.846,1.27,0.0,0.05,89.33,90.67,0.01
13.097,1.26,0.0,0.05,89.32,90.57,0.01
13.296,1.25,0.0,0.05,89.25,90.54,0.01
13.496,1.25,0.0,0.05,89.21,90.67,0.01
13.696,1.24,0.0,0.15,89.24,90.47,0.02
13.896,1.24,0.0,0.14,89.23,90.63,0.04
14.099,1.23,0.0,0.08,89.22,90.5,0.05
14.346,1.23,0.0,0.07,89.22,90.47,0.08
14.546,1.22,0.0,0.06,89.17,90.41,0.1
14.797,1.21,0.0,0.05,89.18,90.44,0.11
14.945,1.21,0.0,0.05,89.14,90.44,0.11
15.147,1.2,0.0,0.05,89.11,90.5,0.11
15.346,1.2,0.0,0.05,89.1,90.5,0.11
15.596,1.19,0.0,0.05,89.14,90.5,0.11
15.797,1.19,0.0,0.05,89.15,90.44,0.11
16.047,1.19,0.0,0.05,89.11,90.41,0.11
16.21,1.18,0.0,0.1,89.08,90.41,0.12
16.398,1.18,0.0,0.09,89.1,90.37,0.13
16.595,1.17,0.0,0.13,89.12,90.27,0.15
16.845,1.17,0.0,0.12,89.14,90.31,0.18
17.046,1.16,0.0,0.11,89.09,90.27,0.2
17.346,1.16,0.0,0.09,89.08,90.37,0.23
17.445,1.15,0.0,0.09,89.07,90.41,0.24
17.649,1.15,0.0,0.08,89.06,90.34,0.26
17.846,1.15,0.0,0.07,89.06,90.24,0.28
18.096,1.15,0.0,0.06,89.07,90.24,0.3
18.295,1.14,0.0,0.05,89.04,90.24,0.3
18.497,1.14,0.0,0.05,89.05,90.24,0.3
18.697,1.14,0.0,0.05,89.04,90.31,0.3
18.895,1.13,0.0,0.05,89.05,90.37,0.3
19.096,1.13,0.0,0.1,89.01,90.27,0.32
19.347,1.13,0.0,0.09,88.92,90.34,0.34
19.546,1.12,0.0,0.08,88.99,90.24,0.36
19.747,1.12,0.0,0.07,88.97,90.34,0.38
19.949,1.12,0.0,0.06,88.94,90.21,0.4
20.145,1.12,0.0,0.05,88.99,90.37,0.41
20.397,1.11,0.0,0.09,88.99,90.14,0.43
20.597,1.11,0.0,0.08,89.02,90.21,0.45
20.797,1.11,0.0,0.07,88.97,90.08,0.47
20.997,1.1,0.0,0.06,88.96,90.18,0.49
21.197,1.1,0.0,0.05,88.91,90.08,0.51
21.398,1.1,0.0,0.04,88.96,90.11,0.51
21.595,1.1,0.0,0.1,88.97,90.14,0.52
21.846,1.09,0.0,0.13,88.97,90.18,0.54
22.046,1.09,0.0,0.12,88.91,90.21,0.56
22.245,1.09,0.0,0.12,88.88,90.14,0.58
22.447,1.09,0.0,0.11,88.86,90.05,0.59
22.647,1.09,0.0,0.1,88.88,90.05,0.62
22.847,1.08,0.0,0.08,88.89,90.08,0.64
23.097,1.08,0.0,0.07,88.9,90.11,0.66
23.296,1.08,0.0,0.06,88.85,90.01,0.68
23.497,1.08,0.0,0.06,88.89,89.91,0.7
23.747,1.07,0.0,0.05,88.94,89.95,0.7
23.895,1.07,0.0,0.05,88.92,90.05,0.7
24.097,1.07,0.0,0.05,88.84,90.08,0.7
24.347,1.07,0.0,0.05,88.74,90.05,0.7
24.546,1.07,0.0,0.05,88.79,89.91,0.7
24.747,1.06,0.0,0.1,88.83,90.08,0.71
24.997,1.06,0.0,0.09,88.81,89.91,0.73
25.145,1.06,0.0,0.13,88.81,89.91,0.75
25.346,1.05,0.0,0.12,88.78,89.85,0.77
25.596,1.05,0.0,0.11,88.79,89.88,0.79
25.797,1.05,0.0,0.1,88.76,89.85,0.81
26.002,1.05,0.0,0.09,88.72,89.85,0.83
26.2,1.05,0.0,0.08,88.68,89.82,0.85
26.399,1.04,0.0,0.07,88.63,89.91,0.87
26.596,1.04,0.0,0.06,88.67,89.85,0.89
26.846,1.04,0.0,0.05,88.69,89.79,0.91
27.045,1.04,0.0,0.04,88.72,89.95,0.91
27.245,1.04,0.0,0.04,88.62,89.79,0.91
27.446,1.03,0.0,0.04,88.63,89.82,0.91
27.646,1.03,0.0,0.09,88.63,89.82,0.93
27.846,1.03,0.0,0.08,88.61,89.72,0.94
28.096,1.03,0.0,0.07,88.62,89.72,0.97
28.296,1.03,0.0,0.06,88.56,89.72,0.99
28.497,1.02,0.0,0.05,88.6,89.75,1.01
28.696,1.02,0.0,0.04,88.57,89.69,1.01
28.896,1.02,0.0,0.09,88.54,89.75,1.02
29.096,1.02,0.0,0.08,88.53,89.66,1.04
29.347,1.02,0.0,0.08,88.47,89.79,1.06
29.546,1.02,0.0,0.06,88.51,89.72,1.08
29.746,1.01,0.0,0.06,88.51,89.62,1.1
29.945,1.01,0.0,0.09,88.53,89.66,1.12
30.145,1.01,0.0,0.09,88.46,89.75,1.14
30.346,1.01,0.0,0.07,88.42,89.66,1.16
30.597,1.01,0.0,0.06,88.44,89.59,1.18
30.797,1.0,0.0,0.06,88.43,89.55,1.2
30.995,1.0,0.0,0.05,88.43,89.66,1.21
31.2,1.0,0.0,0.05,88.47,89.55,1.21
31.397,1.0,0.0,0.05,88.41,89.59,1.21
31.597,1.0,0.0,0.09,88.3,89.59,1.23
31.852,1.0,0.0,0.08,88.37,89.46,1.25
32.045,1.0,0.0,0.07,88.35,89.55,1.27
32.245,0.99,0.0,0.06,88.36,89.39,1.29
32.446,0.99,0.0,0.05,88.34,89.52,1.3
32.695,0.99,0.0,0.05,88.33,89.46,1.3
32.846,0.99,0.0,0.05,88.26,89.46,1.3
33.097,0.99,0.0,0.1,88.24,89.43,1.32
33.296,0.98,0.0,0.04,88.25,89.36,1.33
33.496,0.98,0.0,0.04,88.27,89.36,1.33
33.696,0.98,0.0,0.04,88.26,89.49,1.33
33.999,0.98,0.0,0.04,88.23,89.39,1.33
34.147,0.98,0.0,0.04,88.2,89.36,1.33
34.345,0.98,0.0,0.04,88.16,89.23,1.33
34.546,0.98,0.0,0.04,88.21,89.3,1.33
34.747,0.98,0.0,0.04,88.2,89.27,1.33
34.946,0.97,0.0,0.04,88.19,89.23,1.33
35.147,0.97,0.0,0.04,88.2,89.27,1.33
35.397,0.97,0.08,0.04,88.22,89.1,1.33
35.596,1.01,0.15,0.13,88.12,89.3,1.35
35.796,1.04,0.29,0.07,88.08,89.13,1.37
35.995,1.11,0.5,0.06,88.1,89.04,1.39
36.195,1.2,0.8,0.05,88.09,88.88,1.4
36.395,1.3,1.11,0.05,88.09,88.48,1.4
36.647,1.39,1.37,0.1,88.07,88.1,1.42
36.846,1.54,1.55,0.08,88.1,87.52,1.44
37.045,1.65,1.65,0.08,88.07,87.03,1.46
37.245,1.73,1.67,0.06,88.07,86.8,1.48
37.447,1.81,1.66,0.06,88.11,86.36,1.5
37.647,1.87,1.52,0.05,88.06,86.16,1.5
37.897,1.88,1.35,0.05,88.06,85.97,1.5
38.101,1.83,1.24,0.1,88.06,85.91,1.51
38.296,1.88,1.07,0.09,88.01,85.74,1.53
38.522,1.88,0.84,0.08,88.09,85.81,1.55
38.696,1.82,0.81,0.07,88.11,85.74,1.57
38.896,1.9,0.84,0.16,88.04,85.74,1.6
39.147,1.94,0.73,0.14,88.13,85.74,1.63
39.349,1.95,0.81,0.13,88.2,85.81,1.65
39.546,2.03,0.8,0.12,88.16,85.87,1.67
39.745,2.07,0.9,0.16,88.15,85.81,1.71
39.947,2.16,0.97,0.19,88.19,85.84,1.74
40.146,2.24,1.03,0.17,88.16,85.97,1.78
40.397,2.3,1.08,0.25,88.16,85.97,1.82
40.597,2.37,1.13,0.23,88.2,86.07,1.86
40.795,2.48,1.15,0.26,88.17,86.16,1.92
40.996,2.57,1.25,0.32,88.03,86.23,1.98
41.195,2.68,1.23,0.3,88.05,86.36,2.04
41.395,2.76,1.26,0.31,88.1,86.26,2.1
41.646,2.83,1.32,0.35,88.12,86.45,2.13
41.846,2.94,1.36,0.34,88.07,86.55,2.24
42.045,3.02,1.39,0.46,88.03,86.58,2.33
42.246,3.11,1.35,0.46,88.09,86.55,2.43
42.45,3.2,1.37,0.47,88.06,86.64,2.52
42.646,3.29,1.36,0.51,88.0,86.58,2.62
42.947,3.36,1.38,0.58,88.01,86.61,2.79
43.095,3.46,1.36,0.61,88.02,86.61,2.85
43.296,3.54,1.38,0.64,87.97,86.64,2.97
43.499,3.63,1.39,0.63,87.99,86.64,3.1
43.699,3.72,1.39,0.71,88.0,86.52,3.24
43.895,3.77,1.44,0.79,87.9,86.55,3.4
44.197,3.86,1.5,0.76,87.83,86.58,3.56
44.345,3.97,1.49,0.78,87.9,86.58,3.72
44.547,4.03,1.51,0.85,87.92,86.58,3.89
44.754,4.13,1.55,0.91,87.93,86.71,4.07
44.945,4.22,1.61,0.97,87.85,86.68,4.26
45.146,4.31,1.61,0.93,87.88,86.71,4.44
45.397,4.39,1.62,1.03,87.84,86.8,4.64
45.597,4.46,1.6,1.08,87.82,86.71,4.86
45.795,4.42,1.58,1.12,87.78,86.77,5.08
45.997,4.4,1.53,1.11,87.69,86.96,5.3
46.197,4.36,1.51,1.2,87.68,86.93,5.53
46.395,4.35,1.49,1.17,87.65,87.03,5.77
46.647,4.36,1.48,1.25,87.66,87.06,6.02
46.846,4.35,1.51,1.28,87.62,87.03,6.27
47.045,4.37,1.54,1.3,87.58,87.0,6.53
47.249,4.41,1.52,1.27,87.66,87.13,6.79
47.445,4.46,1.51,1.29,87.61,87.0,7.05
47.647,4.49,1.56,1.36,87.59,87.0,7.32
47.897,4.51,1.63,1.33,87.59,87.16,7.58
48.097,4.55,1.64,1.39,87.58,87.0,7.86
48.295,4.6,1.69,1.4,87.59,87.09,8.14
48.502,4.66,1.73,1.41,87.52,87.19,8.42
48.697,4.65,1.74,1.42,87.57,87.09,8.7
48.896,4.66,1.73,1.48,87.56,87.06,8.99
49.147,4.67,1.73,1.48,87.51,87.06,9.29
49.345,4.66,1.72,1.48,87.45,87.19,9.59
49.545,4.64,1.67,1.58,87.47,87.22,9.91
49.745,4.6,1.68,1.52,87.43,87.29,10.21
49.948,4.58,1.69,1.57,87.43,87.26,10.52
50.145,4.58,1.68,1.57,87.45,87.35,10.83
50.397,4.55,1.69,1.61,87.39,87.32,11.15
50.598,4.54,1.64,1.55,87.35,87.29,11.46
50.795,4.5,1.64,1.64,87.33,87.22,11.78
51.001,4.48,1.6,1.63,87.31,87.45,12.1
51.205,4.46,1.59,1.67,87.41,87.39,12.44
51.395,4.43,1.58,1.6,87.38,87.32,12.76
51.645,4.42,1.54,1.66,87.35,87.39,13.25
51.895,4.35,1.59,1.65,87.26,87.29,13.57
52.046,4.35,1.6,1.66,87.28,87.42,13.74
52.248,4.34,1.58,1.6,87.32,87.29,14.06
52.446,4.28,1.6,1.64,87.27,87.26,14.38
52.646,4.27,1.56,1.68,87.3,87.29,14.72
52.898,4.23,1.58,1.63,87.33,87.22,15.2
53.199,4.21,1.6,1.66,87.3,87.26,15.54
53.324,4.2,1.56,1.63,87.26,87.26,15.7
53.496,4.14,1.56,1.67,87.16,87.13,16.03
53.697,4.12,1.55,1.65,87.16,87.13,16.36
53.895,4.1,1.55,1.64,87.24,87.29,16.68
54.145,4.06,1.54,1.6,87.12,87.09,17.17
54.347,4.01,1.56,1.62,87.12,87.22,17.33
54.545,4.01,1.52,1.65,87.2,87.19,17.66
54.746,3.98,1.48,1.59,87.18,87.16,17.98
54.947,3.94,1.48,1.62,87.09,87.09,18.31
55.145,3.91,1.45,1.62,87.1,87.19,18.63
55.397,3.89,1.43,1.62,87.14,87.09,19.11
55.597,3.85,1.45,1.6,87.12,87.22,19.27
55.797,3.82,1.49,1.63,87.14,87.0,19.59
55.997,3.83,1.47,1.57,87.1,87.13,19.91
56.195,3.77,1.45,1.56,87.17,87.06,20.23
56.395,3.76,1.44,1.6,87.15,87.13,20.55
56.646,3.72,1.47,1.52,87.01,87.06,21.01
56.846,3.68,1.48,1.62,87.03,87.13,21.32
57.047,3.67,1.47,1.59,87.08,87.13,21.48
57.249,3.63,1.46,1.53,87.03,87.06,21.79
57.452,3.63,1.44,1.53,87.06,87.16,22.09
57.645,3.57,1.45,1.57,87.04,86.96,22.41
57.896,3.54,1.47,1.55,87.05,87.06,22.86
58.096,3.53,1.46,1.54,86.96,87.06,23.16
58.296,3.5,1.44,1.52,86.92,86.9,23.31
58.495,3.46,1.45,1.52,86.91,87.0,23.61
58.697,3.43,1.42,1.52,86.88,87.0,23.91
58.897,3.41,1.42,1.52,86.89,86.87,24.21
59.147,3.37,1.38,1.55,86.94,86.84,24.66
